unique_work_order_no,create_date_raw,equipment_asset_no,datetime_open_raw,datetime_closed_raw,vendor_id,vendor_name,clean_work_order_key,maintenance_vehicle_key,maintenance_vendor_key,clean_labor_cost,clean_parts_cost,clean_commercial_cost,clean_total_cost,clean_record_status,alteryx_processed_at,source_table,source_record_id,asset_no,vehicle_id,clean_vehicle_key,clean_vendor_key
WO-2024-002568,2025-02-14 23:45:00,10177,2025-02-15 18:45:00,2025-02-19 14:45:00,V2006,City Wide Tire and Brake,WO-2024-002568,10177,V2006,1767.76,2026.35,0.00,3794.11,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002568,10177,VH-10177,VH-10177,V2006
WO-2026-001442,2025-12-03 05:00:00,10177,2025-12-04 07:00:00,2025-12-09 10:00:00,V2063,GreenCharge EV Supply,WO-2026-001442,10177,V2063,1743.67,1168.61,0.00,2912.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001442,10177,VH-10177,VH-10177,V2063
WO-2026-001313,2026-02-05 19:00:00,10177,2026-02-07 04:00:00,2026-02-11 19:00:00,V2019,Central Parts Warehouse,WO-2026-001313,10177,V2019,1910.88,1137.55,0.00,3048.43,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001313,10177,VH-10177,VH-10177,V2019
WO-2026-002750,2026-02-05 08:15:00,10177,2026-02-05 22:15:00,2026-02-10 13:15:00,V2010,Quick Fuel Partners,WO-2026-002750,10177,V2010,2349.00,1199.81,863.31,4412.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002750,10177,VH-10177,VH-10177,V2010
WO-2026-002483,2025-12-25 03:05:00,10177,2025-12-26 08:05:00,2025-12-31 16:05:00,V2022,Precision Hydraulics,WO-2026-002483,10177,V2022,3177.77,874.03,67.00,4118.80,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002483,10177,VH-10177,VH-10177,V2022
WO-2025-003388,2025-02-23 13:30:00,10177,2025-02-24 20:30:00,2025-02-28 02:30:00,V2050,Reliable Truck Service,WO-2025-003388,10177,V2050,1473.75,1290.76,0.00,3522.68,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003388,10177,VH-10177,VH-10177,V2050
WO-2026-000764,2024-02-15 15:45:00,10177,2024-02-16 02:45:00,2024-02-18 03:45:00,V2032,Reliable Truck Service,WO-2026-000764,10177,V2032,1506.77,1346.17,770.60,3623.54,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000764,10177,VH-10177,VH-10177,V2032
WO-2025-003988,04/19/2025 06:10,10177,2025-04-20 19:10:00,2025-04-24 13:10:00,V2041,Evergreen Battery Supply,WO-2025-003988,10177,V2041,1719.20,2182.58,0.00,3901.78,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003988,10177,VH-10177,VH-10177,V2041
WO-2026-000236,2024-12-15 09:00:00,10177,2024-12-16 17:00:00,2024-12-20 03:00:00,V2034,Premier Collision Center,WO-2026-000236,10177,V2034,409.81,1419.50,0.00,1829.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000236,10177,VH-10177,VH-10177,V2034
WO-2026-003173,2025-04-08 23:45:00,10299,04/08/2025 23:45,2025-04-17 06:45:00,V2006,FleetPro Service Center,WO-2026-003173,10299,V2006,1464.35,1516.61,0.00,2980.96,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003173,10299,VH-10299,VH-10299,V2006
WO-2025-002311,2025-07-22 14:15:00,10299,2025-07-23 22:15:00,2025-07-29 20:15:00,V2003,Lakeshore Automotive,WO-2025-002311,10299,V2003,668.99,594.44,766.55,2029.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002311,10299,VH-10299,VH-10299,V2003
WO-2026-002030,2025-07-17 05:15:00,10299,2025-07-19 04:15:00,2025-07-24 00:15:00,"",Universal Fleet Solutions,WO-2026-002030,10299,"",1679.42,277.67,171.49,2128.58,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002030,10299,VH-10299,VH-10299,UNIVERSAL FLEET SOLUTIONS
WO-2025-001324,2025-12-07 02:00:00,10299,2025-12-09 02:00:00,2025-12-14 20:00:00,V2048,Northside Fleet Repair,WO-2025-001324,10299,V2048,1874.72,975.56,0.00,2850.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001324,10299,VH-10299,VH-10299,V2048
WO-2026-002351,2025-04-29 22:30:00,10299,2025-04-30 04:30:00,2025-05-03 19:30:00,V2042,Urban Fleet Maintenance,WO-2026-002351,10299,V2042,1049.43,1992.79,0.00,3042.22,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002351,10299,VH-10299,VH-10299,V2042
WO-2024-001458,2025-02-08 16:00:00,10092,2025-02-09 05:00:00,2025-02-13 03:00:00,V2065,RoadReady Repairs,WO-2024-001458,10092,V2065,1999.40,475.16,997.82,3472.38,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001458,10092,VH-10092,VH-10092,V2065
WO-2024-000057,2026-04-22 17:20:00,10092,2026-04-23 16:20:00,05/01/2026 22:20,V2007,Apex Maintenance Group,WO-2024-000057,10092,V2007,841.66,8.15,1058.79,1908.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000057,10092,VH-10092,VH-10092,V2007
WO-2026-001610,2024-09-01 15:15:00,10092,2024-09-01 19:15:00,2024-09-09 11:15:00,V2058,North Star Garage,WO-2026-001610,10092,V2058,2546.55,2485.37,0.00,5031.92,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001610,10092,VH-10092,VH-10092,V2058
WO-2026-000017,2025-11-01 04:30:00,10092,11/01/2025 23:30,2025-11-05 11:30:00,V9438,Industrial Equipment Repair,WO-2026-000017,10092,V9438,677.02,552.67,125.27,1354.96,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000017,10092,VH-10092,VH-10092,V9438
WO-2024-001197,10/10/2025 10:05,10092,2025-10-11 10:05:00,2025-10-13 11:05:00,V2069,FleetPro Service Center,WO-2024-001197,10092,V2069,3284.29,1985.00,362.74,5632.03,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001197,10092,VH-10092,VH-10092,V2069
WO-2026-001970,2024-06-09 15:45:00,10092,2024-06-10 19:45:00,2024-06-23 21:45:00,V2038,Urban Fleet Maintenance,WO-2026-001970,10092,V2038,1882.12,1104.14,0.00,2986.26,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001970,10092,VH-10092,VH-10092,V2038
WO-2026-000779,2024-06-27 00:05:00,10092,2024-06-28 12:05:00,2024-06-29 10:05:00,V2013,Industrial Equipment Repair,WO-2026-000779,10092,V2013,3040.31,469.69,0.00,3510.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000779,10092,VH-10092,VH-10092,V2013
WO-2026-003947,2025-01-14 02:30:00,10092,01/15/2025 08:30,2025-01-16 23:30:00,V2005,RoadReady Repairs,WO-2026-003947,10092,V2005,2761.64,839.43,392.53,3993.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003947,10092,VH-10092,VH-10092,V2005
WO-2024-003036,04/23/2025 02:20,10092,2025-04-23 03:20:00,2025-04-29 05:20:00,V2001,Precision Hydraulics,WO-2024-003036,10092,V2001,1653.84,206.75,0.00,1860.59,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003036,10092,VH-10092,VH-10092,V2001
WO-2024-000408,2025-02-27 13:20:00,10092,2025-02-28 09:20:00,2025-03-04 10:20:00,V2047,Precision Hydraulics,WO-2024-000408,10092,V2047,1428.53,1356.95,138.04,2923.52,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000408,10092,VH-10092,VH-10092,V2047
WO-2026-003887,2024-02-20 11:05:00,10092,02/22/2024 00:05,2024-02-27 16:05:00,V2013,Industrial Equipment Repair,WO-2026-003887,10092,V2013,2402.41,562.73,125.62,3090.76,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003887,10092,VH-10092,VH-10092,V2013
WO-2024-001623,2024-03-30 22:05:00,10294,2024-03-30 23:05:00,2024-04-04 07:05:00,V2024,Green Charge,WO-2024-001623,10294,V2024,1421.11,2382.19,0.00,3803.30,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001623,10294,VH-10294,VH-10294,V2024
WO-2024-000285,2024-08-26 20:20:00,10294,2024-08-28 17:20:00,2024-09-03 15:20:00,V2007,Unknown Vendor,WO-2024-000285,10294,V2007,2992.39,322.50,370.89,3685.78,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000285,10294,VH-10294,VH-10294,V2007
WO-2025-000991,2026-02-14 12:45:00,10294,2026-02-14 22:45:00,2026-02-19 05:45:00,V2023,Budget Auto Care,WO-2025-000991,10294,V2023,669.01,218.70,746.16,1633.87,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000991,10294,VH-10294,VH-10294,V2023
WO-2025-001171,2024-11-29 13:05:00,10294,11/30/2024 22:05,2024-12-06 05:05:00,V2054,Precision Hydraulics,WO-2025-001171,10294,V2054,1157.53,545.13,0.00,1702.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001171,10294,VH-10294,VH-10294,V2054
WO-2025-003649,2025-09-28 03:00:00,10294,2025-09-30 02:00:00,2025-10-03 21:00:00,"",Quick Fuel Prtnrs,WO-2025-003649,10294,"",771.83,1920.78,0.00,2692.61,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003649,10294,VH-10294,VH-10294,QUICK FUEL PRTNRS
WO-2026-001106,2024-06-26 09:45:00,10294,2024-06-28 09:45:00,2024-07-05 15:45:00,V2017,Partner Mobile Mechanics,WO-2026-001106,10294,V2017,930.04,230.91,606.99,1767.94,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001106,10294,VH-10294,VH-10294,V2017
WO-2025-001237,2024-12-03 13:30:00,10294,2024-12-05 01:30:00,12/11/2024 18:30,V2035,Premier Collision Center,WO-2025-001237,10294,V2035,461.06,2123.59,442.72,3027.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001237,10294,VH-10294,VH-10294,V2035
WO-2024-003885,2025-11-15 04:20:00,10365,2025-11-16 09:20:00,2025-11-22 14:20:00,V2008,Reliable Truck Service,WO-2024-003885,10365,V2008,1254.96,1005.78,0.00,2260.74,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003885,10365,VH-10365,VH-10365,V2008
WO-2026-001700,07/08/2025 22:05,10365,2025-07-09 15:05:00,2025-07-15 03:05:00,V2022,Precision Hydraulics,WO-2026-001700,10365,V2022,835.24,826.21,0.00,1661.45,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001700,10365,VH-10365,VH-10365,V2022
WO-2026-001328,2024-02-09 02:05:00,10365,2024-02-09 20:05:00,2024-02-14 07:05:00,V2065,RoadReady Repairs,WO-2026-001328,10365,V2065,905.27,1725.74,0.00,2631.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001328,10365,VH-10365,VH-10365,V2065
WO-2026-001661,2026-04-18 05:10:00,10365,2026-04-18 12:10:00,2026-04-21 08:10:00,V2069,FleetPro Service Center,WO-2026-001661,10365,V2069,673.27,289.10,0.00,962.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001661,10365,VH-10365,VH-10365,V2069
WO-2024-001233,2026-03-14 11:45:00,10365,2026-03-15 05:45:00,2026-03-19 07:45:00,V2034,Unknown Vendor,WO-2024-001233,10365,V2034,2584.25,229.42,28.53,2842.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001233,10365,VH-10365,VH-10365,V2034
WO-2024-001179,2025-10-11 21:05:00,10365,2025-10-12 14:05:00,2025-10-17 22:05:00,V2006,City Wide Tire and Brake,WO-2024-001179,10365,V2006,3474.73,1386.00,0.00,4860.73,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001179,10365,VH-10365,VH-10365,V2006
WO-2024-003603,10/22/2024 05:10,10365,2024-10-23 05:10:00,2024-10-30 04:10:00,V2023,Budget Auto Care,WO-2024-003603,10365,V2023,791.18,110.22,68.60,970.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003603,10365,VH-10365,VH-10365,V2023
WO-2026-001070,2024-12-04 17:45:00,10365,2024-12-06 12:45:00,2024-12-09 08:45:00,V2069,FleetPro Service Center,WO-2026-001070,10365,V2069,75.82,1855.97,1148.43,3080.22,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001070,10365,VH-10365,VH-10365,V2069
WO-2026-002195,2025-12-10 13:20:00,10365,2025-12-11 13:20:00,2025-12-16 00:20:00,V2002,Quick Fuel Partners,WO-2026-002195,10365,V2002,1708.06,2037.18,0.00,3745.24,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002195,10365,VH-10365,VH-10365,V2002
WO-2025-003127,2024-01-05 22:10:00,10365,2024-01-06 09:10:00,2024-01-12 09:10:00,V9545,City Wide Tire and Brake,WO-2025-003127,10365,V9545,659.78,1022.57,97.00,1941.65,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003127,10365,VH-10365,VH-10365,V9545
WO-2025-003055,10/22/2024 03:10,10365,2024-10-23 21:10:00,2024-10-28 07:10:00,V2004,FleetPro Service Center,WO-2025-003055,10365,V2004,809.41,103.22,356.51,1269.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003055,10365,VH-10365,VH-10365,V2004
WO-2025-000955,2024-04-02 09:30:00,10365,2024-04-02 22:30:00,2024-04-08 22:30:00,V2019,Central Parts Warehouse,WO-2025-000955,10365,V2019,1845.38,4.53,1097.49,2947.40,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000955,10365,VH-10365,VH-10365,V2019
WO-2024-003771,2025-03-17 00:45:00,10365,2025-03-18 02:45:00,2025-03-24 09:45:00,V2014,Precision Hydraulics,WO-2024-003771,10365,V2014,1493.64,632.34,0.00,2125.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003771,10365,VH-10365,VH-10365,V2014
WO-2026-003725,2026-03-31 17:45:00,10365,04/01/2026 08:45,2026-04-08 14:45:00,V2010,Quick Fuel Partners,WO-2026-003725,10365,V2010,592.33,1769.80,81.11,2443.24,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003725,10365,VH-10365,VH-10365,V2010
WO-2025-001660,2025-07-28 15:05:00,10365,2025-07-29 15:05:00,2025-08-06 01:05:00,V2023,Budget Auto Care,WO-2025-001660,10365,V2023,3007.17,583.50,208.77,3799.44,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001660,10365,VH-10365,VH-10365,V2023
WO-2026-003359,2026-02-08 02:05:00,10365,2026-02-08 09:05:00,2026-02-10 19:05:00,V2020,Universal Fleet Solutions,WO-2026-003359,10365,V2020,2108.88,1814.90,188.96,4112.74,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003359,10365,VH-10365,VH-10365,V2020
WO-2025-000397,2025-02-20 23:30:00,10365,2025-02-21 06:30:00,2025-03-04 01:30:00,V2046,Atlas Heavy Truck,WO-2025-000397,10365,V2046,3168.93,1070.23,614.64,4853.80,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000397,10365,VH-10365,VH-10365,V2046
WO-2024-002319,2024-05-29 10:00:00,10318,2024-05-31 08:00:00,2024-06-01 10:00:00,V2020,Metro Fuel Svc,WO-2024-002319,10318,V2020,1925.65,809.17,0.00,2734.82,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002319,10318,VH-10318,VH-10318,V2020
WO-2024-001575,02/05/2025 09:45,10318,2025-02-06 04:45:00,02/14/2025 13:45,V2039,Premier Collision Center,WO-2024-001575,10318,V2039,832.54,477.18,903.85,2213.57,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001575,10318,VH-10318,VH-10318,V2039
WO-2026-003080,2025-10-06 09:00:00,10318,2025-10-06 22:00:00,2025-10-10 02:00:00,"",Industrial Equipment Repair,WO-2026-003080,10318,"",3179.01,208.23,36.93,3424.17,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003080,10318,VH-10318,VH-10318,INDUSTRIAL EQUIPMENT REPAIR
WO-2024-001131,2025-05-01 05:00:00,10318,2025-05-01 08:00:00,2025-05-03 13:00:00,V2059,Industrial Equipment Repair,WO-2024-001131,10318,V2059,995.68,1478.64,0.00,2474.32,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001131,10318,VH-10318,VH-10318,V2059
WO-2026-000464,2025-10-27 16:05:00,10318,2025-10-28 03:05:00,2025-10-31 10:05:00,V2032,Reliable Truck Service,WO-2026-000464,10318,V2032,1424.73,2097.76,0.00,3522.49,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000464,10318,VH-10318,VH-10318,V2032
WO-2025-002896,2025-05-23 01:30:00,10318,2025-05-23 23:30:00,2025-05-29 22:30:00,V2015,GreenCharge,WO-2025-002896,10318,V2015,1557.96,1241.79,0.00,2799.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002896,10318,VH-10318,VH-10318,V2015
WO-2026-001976,2025-01-07 08:05:00,10318,2025-01-09 02:05:00,2025-01-10 07:05:00,"",Interstate Repair Depot,WO-2026-001976,10318,"",805.43,2326.21,556.51,3688.15,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001976,10318,VH-10318,VH-10318,INTERSTATE REPAIR DEPOT
WO-2024-001410,2024-03-03 21:20:00,10318,2024-03-04 22:20:00,2024-03-11 00:20:00,V2063,GreenCharge EV Supply,WO-2024-001410,10318,V2063,1818.42,877.86,0.00,2696.28,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001410,10318,VH-10318,VH-10318,V2063
WO-2024-000519,2025-11-28 07:30:00,10318,2025-11-30 00:30:00,2025-12-02 23:30:00,V2049,Precision Hydraulics,WO-2024-000519,10318,V2049,270.19,895.29,879.19,2044.67,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000519,10318,VH-10318,VH-10318,V2049
WO-2026-003002,2024-02-11 03:20:00,10318,2024-02-11 06:20:00,2024-02-15 08:20:00,V2044,Green Charge,WO-2026-003002,10318,V2044,2084.22,0.00,297.71,2488.53,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003002,10318,VH-10318,VH-10318,V2044
WO-2025-002155,2024-05-06 04:10:00,10151,2024-05-06 23:10:00,2024-05-12 09:10:00,V2049,Precision Hydraulics,WO-2025-002155,10151,V2049,2917.74,1050.88,0.00,3968.62,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002155,10151,VH-10151,VH-10151,V2049
WO-2026-002831,2024-10-13 07:20:00,10151,2024-10-13 18:20:00,2024-10-17 18:20:00,V2031,Universal Fleet Solutions,WO-2026-002831,10151,V2031,1189.11,400.07,469.82,2059.00,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002831,10151,VH-10151,VH-10151,V2031
WO-2024-001236,2024-08-13 06:15:00,10151,2024-08-14 08:15:00,2024-08-21 20:15:00,V2066,Reliable Truck Service,WO-2024-001236,10151,V2066,1080.90,1507.11,0.00,2588.01,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001236,10151,VH-10151,VH-10151,V2066
WO-2026-002546,2024-04-24 19:15:00,10151,2024-04-26 02:15:00,2024-05-01 18:15:00,V2069,FleetPro Service Center,WO-2026-002546,10151,V2069,2137.11,390.54,0.00,2527.65,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002546,10151,VH-10151,VH-10151,V2069
WO-2024-000042,2025-03-19 21:15:00,10151,03/21/2025 11:15,2025-03-27 02:15:00,V2048,Northside Fleet Repair,WO-2024-000042,10151,V2048,1386.41,2216.41,0.00,3602.82,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000042,10151,VH-10151,VH-10151,V2048
WO-2024-003633,2025-11-28 18:00:00,10151,2025-11-28 18:00:00,2025-12-01 22:00:00,V2050,Unknown Vendor,WO-2024-003633,10151,V2050,425.27,1511.55,0.00,1936.82,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003633,10151,VH-10151,VH-10151,V2050
WO-2025-003508,2026-02-18 17:20:00,10151,2026-02-20 03:20:00,2026-02-27 13:20:00,V2001,Precision Hydraulics,WO-2025-003508,10151,V2001,1397.32,1327.74,0.00,2725.06,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003508,10151,VH-10151,VH-10151,V2001
WO-2025-001435,2025-09-04 20:15:00,10151,2025-09-04 21:15:00,2025-09-09 20:15:00,V2063,GreenCharge EV Supply,WO-2025-001435,10151,V2063,478.58,1821.77,0.00,2300.35,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001435,10151,VH-10151,VH-10151,V2063
WO-2025-003883,2025-07-20 21:05:00,10151,07/22/2025 07:05,2025-07-27 02:05:00,V2005,RoadReady Repairs,WO-2025-003883,10151,V2005,827.64,425.38,689.04,1942.06,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003883,10151,VH-10151,VH-10151,V2005
WO-2026-003389,2025-11-22 09:05:00,10344,2025-11-23 22:05:00,2025-12-01 14:05:00,V9253,Apex Maintenance Group,WO-2026-003389,10344,V9253,755.90,65.30,478.73,1299.93,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003389,10344,VH-10344,VH-10344,V9253
WO-2025-003247,2025-05-24 15:10:00,10344,05/25/2025 11:10,2025-06-04 20:10:00,V2003,Lakeshore Automotive,WO-2025-003247,10344,V2003,1786.20,2341.07,0.00,4127.27,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003247,10344,VH-10344,VH-10344,V2003
WO-2026-002633,2024-02-16 17:05:00,10344,2024-02-18 14:05:00,2024-02-25 18:05:00,V2006,City Wide Tire and Brake,WO-2026-002633,10344,V2006,1282.25,2085.54,0.00,3367.79,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002633,10344,VH-10344,VH-10344,V2006
WO-2026-003131,2026-02-15 15:30:00,10344,2026-02-16 06:30:00,2026-02-22 07:30:00,V2044,Green Charge,WO-2026-003131,10344,V2044,770.82,2185.92,69.28,3026.02,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003131,10344,VH-10344,VH-10344,V2044
WO-2025-003013,2024-09-04 00:45:00,10344,2024-09-04 03:45:00,2024-09-09 20:45:00,V2046,Atlas Heavy Truck,WO-2025-003013,10344,V2046,2604.06,2133.27,0.00,4737.33,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003013,10344,VH-10344,VH-10344,V2046
WO-2026-001775,2024-04-13 15:20:00,10344,2024-04-14 01:20:00,2024-04-15 04:20:00,V2020,Metro Fuel Svc,WO-2026-001775,10344,V2020,1481.64,712.34,0.00,2193.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001775,10344,VH-10344,VH-10344,V2020
WO-2025-001450,2026-02-17 19:45:00,10188,2026-02-18 19:45:00,2026-02-22 15:45:00,V2022,Precision Hydraulics,WO-2025-001450,10188,V2022,595.58,1392.11,0.00,1987.69,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001450,10188,VH-10188,VH-10188,V2022
WO-2026-001280,2024-01-27 16:00:00,10188,2024-01-27 22:00:00,01/31/2024 03:00,V2056,Precision Hydraulics,WO-2026-001280,10188,V2056,2664.15,691.34,1082.30,4437.79,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001280,10188,VH-10188,VH-10188,V2056
WO-2025-000463,2024-04-11 04:00:00,10188,04/13/2024 02:00,2024-04-17 01:00:00,V2050,Reliable Truck Service,WO-2025-000463,10188,V2050,2035.93,1001.07,855.64,3892.64,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000463,10188,VH-10188,VH-10188,V2050
WO-2026-000488,2024-08-03 06:30:00,10188,2024-08-03 22:30:00,2024-08-06 05:30:00,V2013,Industrial Equipment Repair,WO-2026-000488,10188,V2013,1648.40,1457.74,0.00,3106.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000488,10188,VH-10188,VH-10188,V2013
WO-2024-000150,02/15/2024 13:10,10192,2024-02-15 13:10:00,2024-02-20 12:10:00,V2027,QuickFuel,WO-2024-000150,10192,V2027,1820.57,848.72,0.00,2669.29,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000150,10192,VH-10192,VH-10192,V2027
WO-2024-001725,12/14/2025 08:45,10192,2025-12-15 11:45:00,2025-12-17 21:45:00,V2058,North Star Garage,WO-2024-001725,10192,V2058,1134.32,153.26,570.88,1858.46,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001725,10192,VH-10192,VH-10192,V2058
WO-2026-002087,2025-07-16 06:10:00,10192,2025-07-18 04:10:00,2025-07-25 00:10:00,"",Apex Maintenance Group,WO-2026-002087,10192,"",1077.63,39.88,526.63,1644.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002087,10192,VH-10192,VH-10192,APEX MAINTENANCE GROUP
WO-2024-000225,2025-03-14 08:45:00,10192,03/14/2025 15:45,2025-03-20 10:45:00,V2022,Precision Hydraulics,WO-2024-000225,10192,V2022,1110.23,1652.17,414.33,3176.73,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000225,10192,VH-10192,VH-10192,V2022
WO-2025-001765,2024-10-14 17:00:00,10192,2024-10-15 10:00:00,2024-10-17 09:00:00,V2069,FleetPro Service Center,WO-2025-001765,10192,V2069,1745.63,2137.91,739.66,4623.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001765,10192,VH-10192,VH-10192,V2069
WO-2026-002216,2025-09-06 05:45:00,10314,2025-09-06 15:45:00,2025-09-08 09:45:00,V2026,Reliable Truck Service,WO-2026-002216,10314,V2026,2182.69,1971.63,822.21,5707.49,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002216,10314,VH-10314,VH-10314,V2026
