fuel_txn_id,transaction_date_raw,registration_no,asset_no,odometer_raw,mpg_raw,source_table,source_record_id,clean_fuel_txn_key,clean_odometer,clean_mpg,alteryx_processed_at,vehicle_id,vin,clean_vehicle_key,has_review_required_exception,clean_record_status
FT-0004135,2026-01-21 17:15:00,GSR3898,10091,23123,16.04,raw.fuel_transactions_raw,FT-0004135,FT-0004135,23123.00,16.04,2026-05-29 14:00:10,VH-10091,GVKCDLTF4V790KHVH,VH-10091,0,CLEAN
FT-0007581,2025-12-16 04:15:00,GSR3898,10091,29564,33.65,raw.fuel_transactions_raw,FT-0007581,FT-0007581,29564.00,33.65,2026-05-29 14:00:10,VH-10091,GVKCDLTF4V790KHVH,VH-10091,0,CLEAN
FT-0004678,2024-06-20 10:00:00,GSR3898,10091,24474,6.47,raw.fuel_transactions_raw,FT-0004678,FT-0004678,24474.00,6.47,2026-05-29 14:00:10,VH-10091,GVKCDLTF4V790KHVH,VH-10091,0,CLEAN
FT-0006045,2025-05-30 14:05:00,IZQ8447,10252,29087,18.19,raw.fuel_transactions_raw,FT-0006045,FT-0006045,29087.00,18.19,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0000816,2024-12-05 17:15:00,IZQ8447,10252,20744,3.12,raw.fuel_transactions_raw,FT-0000816,FT-0000816,20744.00,3.12,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0003542,2026-01-21 18:05:00,IZQ8447,10252,27076,6.18,raw.fuel_transactions_raw,FT-0003542,FT-0003542,27076.00,6.18,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0001290,2025-02-14 11:20:00,IZQ8447,10252,22471,34.02,raw.fuel_transactions_raw,FT-0001290,FT-0001290,22471.00,34.02,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0006981,2026-02-04 18:15:00,IZQ8447,10252,30849,2.56,raw.fuel_transactions_raw,FT-0006981,FT-0006981,30849.00,2.56,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0002616,2026-02-15 00:00:00,IZQ8447,10252,24189,22.92,raw.fuel_transactions_raw,FT-0002616,FT-0002616,24189.00,22.92,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0001947,2025-09-02 15:20:00,IZQ8447,10252,23485,2.32,raw.fuel_transactions_raw,FT-0001947,FT-0001947,23485.00,2.32,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0001903,2025-10-10 01:30:00,IZQ8447,10252,23059,13.73,raw.fuel_transactions_raw,FT-0001903,FT-0001903,23059.00,13.73,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0003062,2026-04-18 14:00:00,IZQ8447,10252,26346,51.47,raw.fuel_transactions_raw,FT-0003062,FT-0003062,26346.00,51.47,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0000006,2026-03-09 14:45:00,IZQ8447,10252,"",151.83,raw.fuel_transactions_raw,FT-0000006,FT-0000006,0.00,151.83,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0007471,2025-05-03 11:10:00,IZQ8447,10252,31203,13.52,raw.fuel_transactions_raw,FT-0007471,FT-0007471,31203.00,13.52,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0007593,2024-08-15 23:05:00,IZQ8447,10252,31244,1.22,raw.fuel_transactions_raw,FT-0007593,FT-0007593,31244.00,1.22,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0006448,2024-11-05 05:05:00,IZQ8447,10252,30290,6.5,raw.fuel_transactions_raw,FT-0006448,FT-0006448,30290.00,6.50,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0003811,2024-09-30 00:45:00,IZQ8447,10252,28219,22.69,raw.fuel_transactions_raw,FT-0003811,FT-0003811,28219.00,22.69,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0001284,2024-09-27 21:05:00,IZQ8447,10252,22142,28.33,raw.fuel_transactions_raw,FT-0001284,FT-0001284,22142.00,28.33,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0003005,2025-06-27 20:30:00,IZQ8447,10252,25165,29.1,raw.fuel_transactions_raw,FT-0003005,FT-0003005,25165.00,29.10,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0006305,2025-03-15 03:20:00,IZQ8447,10252,29204,15.5,raw.fuel_transactions_raw,FT-0006305,FT-0006305,29204.00,15.50,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0005546,2025-04-27 13:45:00,IZQ8447,10252,28590,0,raw.fuel_transactions_raw,FT-0005546,FT-0005546,28590.00,0.00,2026-05-29 14:00:10,VH-10252,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
FT-0004189,2024-11-07 03:45:00,YZN9556,10046,38980,6.13,raw.fuel_transactions_raw,FT-0004189,FT-0004189,38980.00,6.13,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0002558,2024-04-04 06:30:00,YZN9556,10046,35523,7.04,raw.fuel_transactions_raw,FT-0002558,FT-0002558,35523.00,7.04,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0002354,2024-03-14 17:05:00,YZN9556,10046,34823,8.17,raw.fuel_transactions_raw,FT-0002354,FT-0002354,34823.00,8.17,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0007220,2025-03-31 15:10:00,YZN9556,10046,44933,9.7,raw.fuel_transactions_raw,FT-0007220,FT-0007220,44933.00,9.70,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0007159,2024-08-22 22:05:00,YZN9556,10046,44172,13.98,raw.fuel_transactions_raw,FT-0007159,FT-0007159,44172.00,13.98,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0004670,2024-10-31 03:10:00,YZN9556,10046,39774,17.84,raw.fuel_transactions_raw,FT-0004670,FT-0004670,39774.00,17.84,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0007763,2024-07-28 13:45:00,YZN9556,10046,47350,6.19,raw.fuel_transactions_raw,FT-0007763,FT-0007763,47350.00,6.19,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0000298,2024-04-25 05:10:00,YZN9556,10046,31847,5.14,raw.fuel_transactions_raw,FT-0000298,FT-0000298,31847.00,5.14,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0002323,2025-07-20 12:45:00,YZN9556,10046,34614,4.18,raw.fuel_transactions_raw,FT-0002323,FT-0002323,34614.00,4.18,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0003629,2025-11-14 07:10:00,YZN9556,10046,36220,3.97,raw.fuel_transactions_raw,FT-0003629,FT-0003629,36220.00,3.97,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0001845,2026-02-13 18:00:00,YZN9556,10046,33914,43.3,raw.fuel_transactions_raw,FT-0001845,FT-0001845,33914.00,43.30,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0007598,2024-04-22 20:00:00,YZN9556,10046,46575,5.58,raw.fuel_transactions_raw,FT-0007598,FT-0007598,46575.00,5.58,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0002287,2024-04-09 01:15:00,YZN9556,10046,34500,78.66,raw.fuel_transactions_raw,FT-0002287,FT-0002287,34500.00,78.66,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0006290,2024-05-05 14:15:00,YZN9556,10046,42728,6.53,raw.fuel_transactions_raw,FT-0006290,FT-0006290,42728.00,6.53,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0005626,2026-04-30 11:05:00,YZN9556,10046,41412,17.04,raw.fuel_transactions_raw,FT-0005626,FT-0005626,41412.00,17.04,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0005048,2024-07-22 18:00:00,YZN9556,10046,41027,18.85,raw.fuel_transactions_raw,FT-0005048,FT-0005048,41027.00,18.85,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0003999,2024-10-27 07:10:00,YZN9556,10046,37108,11.98,raw.fuel_transactions_raw,FT-0003999,FT-0003999,37108.00,11.98,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0001798,2025-08-10 13:20:00,YZN9556,10046,33219,9.0,raw.fuel_transactions_raw,FT-0001798,FT-0001798,33219.00,9.00,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0002805,2025-12-03 05:20:00,YZN9556,10046,35704,2.75,raw.fuel_transactions_raw,FT-0002805,FT-0002805,35704.00,2.75,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0005447,2024-01-03 07:15:00,YZN9556,10046,40433,4.46,raw.fuel_transactions_raw,FT-0005447,FT-0005447,40433.00,4.46,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0001420,2026-03-01 15:30:00,YZN9556,10046,32355,13.91,raw.fuel_transactions_raw,FT-0001420,FT-0001420,32355.00,13.91,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0007346,2024-06-13 19:45:00,YZN9556,10046,46220,5.96,raw.fuel_transactions_raw,FT-0007346,FT-0007346,46220.00,5.96,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0004036,2025-10-28 16:10:00,YZN9556,10046,37838,25.71,raw.fuel_transactions_raw,FT-0004036,FT-0004036,37838.00,25.71,2026-05-29 14:00:10,VH-10046,JHNEA722CSX7WDW5X,VH-10046,0,CLEAN
FT-0006578,2025-08-08 13:05:00,EEV0445,10209,46345,37.83,raw.fuel_transactions_raw,FT-0006578,FT-0006578,46345.00,37.83,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0001534,2024-10-02 02:20:00,EEV0445,10209,39918,0.98,raw.fuel_transactions_raw,FT-0001534,FT-0001534,39918.00,0.98,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0002489,2025-02-09 18:00:00,EEV0445,10209,40032,2.21,raw.fuel_transactions_raw,FT-0002489,FT-0002489,40032.00,2.21,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0003734,2024-06-08 17:20:00,EEV0445,10209,40912,1.71,raw.fuel_transactions_raw,FT-0003734,FT-0003734,40912.00,1.71,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0007553,2024-01-09 19:05:00,EEV0445,10209,47370,13.67,raw.fuel_transactions_raw,FT-0007553,FT-0007553,47370.00,13.67,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0006873,2024-06-13 07:00:00,EEV0445,10209,46397,2.51,raw.fuel_transactions_raw,FT-0006873,FT-0006873,46397.00,2.51,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0005786,2024-04-04 06:20:00,EEV0445,10209,45163,10.79,raw.fuel_transactions_raw,FT-0005786,FT-0005786,45163.00,10.79,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0005668,2024-01-21 23:15:00,EEV0445,10209,44587,17.7,raw.fuel_transactions_raw,FT-0005668,FT-0005668,44587.00,17.70,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0007807,2025-01-06 07:45:00,EEV0445,10209,47578,6.07,raw.fuel_transactions_raw,FT-0007807,FT-0007807,47578.00,6.07,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0007152,2024-11-26 00:05:00,EEV0445,10209,47073,0,raw.fuel_transactions_raw,FT-0007152,FT-0007152,47073.00,0.00,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0000861,2025-01-28 04:45:00,EEV0445,10209,38624,8.18,raw.fuel_transactions_raw,FT-0000861,FT-0000861,38624.00,8.18,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0004258,2025-01-19 09:45:00,EEV0445,10209,41549,2.18,raw.fuel_transactions_raw,FT-0004258,FT-0004258,41549.00,2.18,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0004455,2024-05-15 12:30:00,EEV0445,10209,42689,37.63,raw.fuel_transactions_raw,FT-0004455,FT-0004455,42689.00,37.63,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0000423,2024-09-09 10:05:00,EEV0445,10209,38126,147.57,raw.fuel_transactions_raw,FT-0000423,FT-0000423,38126.00,147.57,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0004097,2024-12-05 11:20:00,EEV0445,10209,41512,30.5,raw.fuel_transactions_raw,FT-0004097,FT-0004097,41512.00,30.50,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0005201,2025-07-02 14:10:00,EEV0445,10209,43455,8.87,raw.fuel_transactions_raw,FT-0005201,FT-0005201,43455.00,8.87,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0007855,2025-06-19 06:20:00,EEV0445,10209,46779,49.01,raw.fuel_transactions_raw,FT-0007855,FT-0007855,46779.00,49.01,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0001084,10/27/2024 10:30,EEV0445,10209,39818,13.39,raw.fuel_transactions_raw,FT-0001084,FT-0001084,39818.00,13.39,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0003480,2026-04-11 02:45:00,EEV0445,10209,40830,27.49,raw.fuel_transactions_raw,FT-0003480,FT-0003480,40830.00,27.49,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0000870,2024-11-25 23:30:00,EEV0445,10209,39164,4.16,raw.fuel_transactions_raw,FT-0000870,FT-0000870,39164.00,4.16,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0007910,2024-12-19 04:05:00,EEV0445,10209,47577,19.27,raw.fuel_transactions_raw,FT-0007910,FT-0007910,47577.00,19.27,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0000287,2024-11-26 12:20:00,OLZ7542,10209,37518,6.19,raw.fuel_transactions_raw,FT-0000287,FT-0000287,37518.00,6.19,2026-05-29 14:00:10,VH-10209,D56BV68SREAPSNMLG,VH-10209,0,CLEAN
FT-0003666,2026-01-31 09:20:00,TQW4184,10020,32759,9.31,raw.fuel_transactions_raw,FT-0003666,FT-0003666,32759.00,9.31,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0003875,2025-05-22 07:20:00,BLI3435,10020,33057,10.42,raw.fuel_transactions_raw,FT-0003875,FT-0003875,33057.00,10.42,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0000290,2024-02-06 11:00:00,TQW4184,10020,30487,18.22,raw.fuel_transactions_raw,FT-0000290,FT-0000290,30487.00,18.22,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0007123,2024-08-05 07:30:00,TQW4184,10020,35561,4.61,raw.fuel_transactions_raw,FT-0007123,FT-0007123,35561.00,4.61,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0004661,2025-07-24 12:45:00,TQW4184,10020,33263,8.89,raw.fuel_transactions_raw,FT-0004661,FT-0004661,33263.00,8.89,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0005451,2024-05-07 16:10:00,TQW4184,10020,34272,5.34,raw.fuel_transactions_raw,FT-0005451,FT-0005451,34272.00,5.34,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0002187,2024-05-25 06:10:00,TQW4184,10020,31595,17.01,raw.fuel_transactions_raw,FT-0002187,FT-0002187,31595.00,17.01,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0005259,2024-07-29 13:20:00,TQW4184,10020,33811,16.5,raw.fuel_transactions_raw,FT-0005259,FT-0005259,33811.00,16.50,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0001840,2026-01-25 13:00:00,TQW4184,10020,"",22.23,raw.fuel_transactions_raw,FT-0001840,FT-0001840,0.00,22.23,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0000928,2024-11-08 19:10:00,TQW4184,10020,30612,1.09,raw.fuel_transactions_raw,FT-0000928,FT-0000928,30612.00,1.09,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0006417,2025-09-21 13:00:00,TQW4184,10020,34981,7.04,raw.fuel_transactions_raw,FT-0006417,FT-0006417,34981.00,7.04,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0006141,2025-03-26 19:15:00,TQW4184,10020,34648,3.08,raw.fuel_transactions_raw,FT-0006141,FT-0006141,34648.00,3.08,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0003088,2025-02-27 09:30:00,TQW4184,10020,32077,9.28,raw.fuel_transactions_raw,FT-0003088,FT-0003088,32077.00,9.28,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0007273,2026-04-14 00:15:00,TQW4184,10020,36347,25.7,raw.fuel_transactions_raw,FT-0007273,FT-0007273,36347.00,25.70,2026-05-29 14:00:10,VH-10020,R1FM6TA9LD0STC1EM,VH-10020,0,CLEAN
FT-0005490,2025-09-22 10:05:00,NRN5127,10245,39680,19.19,raw.fuel_transactions_raw,FT-0005490,FT-0005490,39680.00,19.19,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0006285,2024-06-06 04:20:00,NRN5127,10245,40203,61.17,raw.fuel_transactions_raw,FT-0006285,FT-0006285,40203.00,61.17,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0000680,2025-06-10 21:05:00,NRN5127,10245,33288,21.51,raw.fuel_transactions_raw,FT-0000680,FT-0000680,33288.00,21.51,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0007897,2025-11-08 06:20:00,NRN5127,10245,43642,79.4,raw.fuel_transactions_raw,FT-0007897,FT-0007897,43642.00,79.40,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0002272,02/04/2026 11:45,NRN5127,10245,35922,10.48,raw.fuel_transactions_raw,FT-0002272,FT-0002272,35922.00,10.48,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0000664,2026-04-04 22:05:00,NRN5127,10245,32771,27.08,raw.fuel_transactions_raw,FT-0000664,FT-0000664,32771.00,27.08,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0002657,2026-02-22 09:45:00,OIX4912,10245,36297,3.39,raw.fuel_transactions_raw,FT-0002657,FT-0002657,36297.00,3.39,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0006892,2025-10-20 03:15:00,NRN5127,10245,41555,27.2,raw.fuel_transactions_raw,FT-0006892,FT-0006892,41555.00,27.20,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0005028,2025-05-20 03:30:00,NRN5127,10245,38490,6.02,raw.fuel_transactions_raw,FT-0005028,FT-0005028,38490.00,6.02,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0001565,2025-02-19 10:45:00,NRN5127,10245,35161,6.35,raw.fuel_transactions_raw,FT-0001565,FT-0001565,35161.00,6.35,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0002061,2024-02-15 11:05:00,NRN5127,10245,35700,75.07,raw.fuel_transactions_raw,FT-0002061,FT-0002061,35700.00,75.07,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0000761,2026-02-07 11:45:00,NRN5127,10245,33551,6.96,raw.fuel_transactions_raw,FT-0000761,FT-0000761,33551.00,6.96,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0006909,2024-01-28 18:00:00,NRN5127,10245,42351,6.03,raw.fuel_transactions_raw,FT-0006909,FT-0006909,42351.00,6.03,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0006382,2024-03-04 23:30:00,NRN5127,10245,40787,22.19,raw.fuel_transactions_raw,FT-0006382,FT-0006382,40787.00,22.19,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0001533,2025-01-25 04:05:00,NRN5127,10245,34304,8.39,raw.fuel_transactions_raw,FT-0001533,FT-0001533,34304.00,8.39,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0001469,04/21/2026 12:10,NRN5127,10245,33865,10.36,raw.fuel_transactions_raw,FT-0001469,FT-0001469,33865.00,10.36,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0007833,2026-04-11 19:10:00,NRN5127,10245,42456,1.36,raw.fuel_transactions_raw,FT-0007833,FT-0007833,42456.00,1.36,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0007882,2024-03-30 01:20:00,NRN5127,10245,42836,14.42,raw.fuel_transactions_raw,FT-0007882,FT-0007882,42836.00,14.42,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0003593,2024-11-21 08:45:00,NRN5127,10245,37076,2.45,raw.fuel_transactions_raw,FT-0003593,FT-0003593,37076.00,2.45,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0002862,2024-12-07 17:15:00,NRN5127,10245,36977,19.14,raw.fuel_transactions_raw,FT-0002862,FT-0002862,36977.00,19.14,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0003729,2025-07-30 19:20:00,NRN5127,10245,38009,8.39,raw.fuel_transactions_raw,FT-0003729,FT-0003729,38009.00,8.39,2026-05-29 14:00:10,VH-10245,TDYDY6M2UYG1GU9PV,VH-10245,0,CLEAN
FT-0006652,2025-08-04 07:00:00,WSZ1156,10164,35397,8.97,raw.fuel_transactions_raw,FT-0006652,FT-0006652,35397.00,8.97,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0004743,2024-12-10 07:00:00,WSZ1156,10164,31596,240.31,raw.fuel_transactions_raw,FT-0004743,FT-0004743,31596.00,240.31,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0002200,2025-07-05 00:20:00,WSZ1156,10164,29028,11.02,raw.fuel_transactions_raw,FT-0002200,FT-0002200,29028.00,11.02,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0001223,2024-02-09 02:00:00,WSZ1156,10164,28325,3.93,raw.fuel_transactions_raw,FT-0001223,FT-0001223,28325.00,3.93,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0005200,2025-05-03 15:15:00,WSZ1156,10164,31974,0.72,raw.fuel_transactions_raw,FT-0005200,FT-0005200,31974.00,0.72,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0006816,2024-08-10 15:10:00,WSZ1156,10164,36990,64.09,raw.fuel_transactions_raw,FT-0006816,FT-0006816,36990.00,64.09,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0005024,2024-04-28 09:20:00,WSZ1156,10164,31880,11.33,raw.fuel_transactions_raw,FT-0005024,FT-0005024,31880.00,11.33,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0007369,2024-05-12 01:10:00,WSZ1156,10164,"",4.13,raw.fuel_transactions_raw,FT-0007369,FT-0007369,0.00,4.13,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0006788,2025-12-04 06:00:00,WSZ1156,10164,35710,2.69,raw.fuel_transactions_raw,FT-0006788,FT-0006788,35710.00,2.69,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0006644,2024-02-29 04:45:00,WSZ1156,10164,34870,23.65,raw.fuel_transactions_raw,FT-0006644,FT-0006644,34870.00,23.65,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
FT-0005220,2024-09-22 16:45:00,WSZ1156,10164,33304,6.63,raw.fuel_transactions_raw,FT-0005220,FT-0005220,33304.00,6.63,2026-05-29 14:00:10,VH-10164,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
