source_table,source_record_id,issue_type,issue_category,severity,issue_description,raw_value,suggested_action,created_at,resolution_path,review_status,assigned_to,review_notes,resolved_at,exception_title
raw.fuel_transactions_raw,FT-0000709,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: XYD8116,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000709
raw.fuel_transactions_raw,FT-0000771,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: XCX9535,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000771
raw.fuel_transactions_raw,FT-0000810,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: NJE2207,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000810
raw.fuel_transactions_raw,FT-0000827,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: CGN2539,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000827
raw.fuel_transactions_raw,FT-0000828,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: MHT0800,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000828
raw.fuel_transactions_raw,FT-0000873,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: MXV1700,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000873
raw.fuel_transactions_raw,FT-0000899,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: SFP3482,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000899
raw.fuel_transactions_raw,FT-0000916,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: PFB1972,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000916
raw.fuel_transactions_raw,FT-0000974,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: ECP4241,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0000974
raw.fuel_transactions_raw,FT-0001016,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: TQF0063,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001016
raw.fuel_transactions_raw,FT-0001034,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: WWZ4336,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001034
raw.fuel_transactions_raw,FT-0001083,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: UCI7123,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001083
raw.fuel_transactions_raw,FT-0001095,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: XCW5305,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001095
raw.fuel_transactions_raw,FT-0001099,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: WBR0650,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001099
raw.fuel_transactions_raw,FT-0001120,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: ITD8549,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001120
raw.fuel_transactions_raw,FT-0001142,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FUG7006,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001142
raw.fuel_transactions_raw,FT-0001185,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: BNS2277,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001185
raw.fuel_transactions_raw,FT-0001249,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: WQL9936,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001249
raw.fuel_transactions_raw,FT-0001327,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FUT2003,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001327
raw.fuel_transactions_raw,FT-0001475,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: RPO7917,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001475
raw.fuel_transactions_raw,FT-0001561,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: MHT0800,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001561
raw.fuel_transactions_raw,FT-0001591,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: XYD8116,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001591
raw.fuel_transactions_raw,FT-0001628,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: MHT0800,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001628
raw.fuel_transactions_raw,FT-0001708,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: DGC4835,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001708
raw.fuel_transactions_raw,FT-0001789,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: GML0361,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001789
raw.fuel_transactions_raw,FT-0001898,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: ZWO9726,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0001898
raw.fuel_transactions_raw,FT-0002086,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FAH0585,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002086
raw.fuel_transactions_raw,FT-0002088,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: SUD3294,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002088
raw.fuel_transactions_raw,FT-0002129,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FRA6247,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002129
raw.fuel_transactions_raw,FT-0002140,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: AOH6816,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002140
raw.fuel_transactions_raw,FT-0002142,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: QBX5406,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002142
raw.fuel_transactions_raw,FT-0002242,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: KRZ0273,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002242
raw.fuel_transactions_raw,FT-0002314,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: TCJ0676,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002314
raw.fuel_transactions_raw,FT-0002336,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: SGK9378,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002336
raw.fuel_transactions_raw,FT-0002356,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: PKH2335,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002356
raw.fuel_transactions_raw,FT-0002398,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: ZXN1029,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002398
raw.fuel_transactions_raw,FT-0002418,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: AHP0788,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002418
raw.fuel_transactions_raw,FT-0002465,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: IGU3639,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002465
raw.fuel_transactions_raw,FT-0002497,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FIR0649,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002497
raw.fuel_transactions_raw,FT-0002507,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: YOS1930,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002507
raw.fuel_transactions_raw,FT-0002539,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: LPF4162,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002539
raw.fuel_transactions_raw,FT-0002555,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: HGB1368,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002555
raw.fuel_transactions_raw,FT-0002875,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: BOH4672,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002875
raw.fuel_transactions_raw,FT-0002900,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: QAX8938,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002900
raw.fuel_transactions_raw,FT-0002950,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: TZA9401,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002950
raw.fuel_transactions_raw,FT-0002991,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: UAX5014,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0002991
raw.fuel_transactions_raw,FT-0003012,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: NZR7565,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003012
raw.fuel_transactions_raw,FT-0003086,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: OAF5532,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003086
raw.fuel_transactions_raw,FT-0003150,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: XTI9471,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003150
raw.fuel_transactions_raw,FT-0003269,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: YZD2824,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003269
raw.fuel_transactions_raw,FT-0003362,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: YIL7549,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003362
raw.fuel_transactions_raw,FT-0003514,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: RPO7917,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003514
raw.fuel_transactions_raw,FT-0003721,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: NJT5668,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003721
raw.fuel_transactions_raw,FT-0003751,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: RPT7293,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003751
raw.fuel_transactions_raw,FT-0003907,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: URK7079,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0003907
raw.fuel_transactions_raw,FT-0004242,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FEE6429,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004242
raw.fuel_transactions_raw,FT-0004323,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: LYN0149,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004323
raw.fuel_transactions_raw,FT-0004439,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: STH0365,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004439
raw.fuel_transactions_raw,FT-0004574,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: DRT1992,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004574
raw.fuel_transactions_raw,FT-0004618,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: TRL1747,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004618
raw.fuel_transactions_raw,FT-0004634,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: JAN4263,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004634
raw.fuel_transactions_raw,FT-0004741,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: IZQ8447,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004741
raw.fuel_transactions_raw,FT-0004758,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: ESR8585,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004758
raw.fuel_transactions_raw,FT-0004864,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: XWM3468,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004864
raw.fuel_transactions_raw,FT-0004900,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: CFM2646,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004900
raw.fuel_transactions_raw,FT-0004909,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: CFM2646,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004909
raw.fuel_transactions_raw,FT-0004935,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: JGJ8528,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004935
raw.fuel_transactions_raw,FT-0004940,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: MXV1700,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004940
raw.fuel_transactions_raw,FT-0004949,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: YYD9770,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0004949
raw.fuel_transactions_raw,FT-0005115,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: SSC6539,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005115
raw.fuel_transactions_raw,FT-0005130,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: BOH4672,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005130
raw.fuel_transactions_raw,FT-0005159,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: ZXN1029,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005159
raw.fuel_transactions_raw,FT-0005199,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: FSR3291,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005199
raw.fuel_transactions_raw,FT-0005403,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: YUB6116,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005403
raw.fuel_transactions_raw,FT-0005421,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: SEC6328,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005421
raw.fuel_transactions_raw,FT-0005516,Missing vehicle reference,Completeness,High,"Fuel transaction is missing Asset No, limiting vehicle-level reporting.",Asset No: ; Registration: TOQ8049,"Attempt registration-based match. If no confident match exists, quarantine for review.",2026-05-29 14:57:41,REVIEW_REQUIRED,New,Business Review Team,"",,Missing vehicle reference | raw.fuel_transactions_raw | FT-0005516
