asset_no,vehicle_id,vin,registration_no,license_plate_state,make,model,model_year,vehicle_type,department_code,department_name,fleet_group,fuel_type,engine_size,transmission_type,acquisition_date,in_service_date,warranty_expiry_date,current_status,current_odometer,parent_asset_no,assigned_location_code,assigned_location_name,source_system,last_updated_date,clean_vehicle_key,source_table,source_record_id,has_review_required_exception,clean_record_status,alteryx_processed_at
10117,VH-10117,JNK49XAJJ0E2KL56E,JAN4263,MO,Dodge,Ram 1500,2014,Truck,1001,Operations,Executive,Dsl,Electric,Automatic,2014-07-18,2014-10-11,2020-03-16,ACTIVE,219754,"",IND01,Indianapolis Depot,FleetMaster,2025-02-08,VH-10117,raw.vehicle_master_raw,10117,0,CLEAN,2026-05-29 14:00:10
10024,VH-10024,MRNSN02WNUR46ZLAJ,EVB7698,IL,Dodge,Ram 1500,2019,Truck,1002,Field Services,Light Duty,diesel,6.7L,AUTO,2019-04-07,2019-06-09,2024-05-23,Retired,72035,"",DET01,Detroit Partner Shop,FleetMaster,2026-03-20,VH-10024,raw.vehicle_master_raw,10024,0,CLEAN,2026-05-29 14:00:10
10308,VH-10308,TUXA33DM97RLZMK5C,MEE9917,"",Ford,Transit,2024,Van,1003,Sales,Heavy Duty,Electric,3.5L,Automatic,06/14/2024,2024-07-03,2029-01-29,Active,24424,"",MIL01,Milwaukee Repair Yard,FleetMaster,2026-01-12,VH-10308,raw.vehicle_master_raw,10308,0,CLEAN,2026-05-29 14:00:10
10143,VH-10143,9UE97U8F0T42CBAS3,EAZ6028,WI,Toyota,Camry,2024,Sedan,1005,Customer Support,Service,Electric,Electric,Manual,2024-10-18,2024-11-19,2028-05-07,Available,35902,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2025-03-11,VH-10143,raw.vehicle_master_raw,10143,0,CLEAN,2026-05-29 14:00:10
10211,VH-10211,RKGRGW2NNGNJ2WWR1,YOS1930,IN,International,MV607,2015,Heavy Truck,1002,Field Services,Service,diesel,1.8L,AUTO,05/04/2015,2015-06-07,2018-02-28,Out of Service,106765,"",IND01,Indianapolis Depot,AssetHub,2025-04-06,VH-10211,raw.vehicle_master_raw,10211,0,CLEAN,2026-05-29 14:00:10
10064,VH-10064,HJ2SLX69AV31TJ2A6,QEQ7111,"",International,MV607,2025,Heavy Truck,1003,Sales,Heavy Duty,Gas,6.7L,AUTO,2025-08-21,2025-09-07,2028-08-24,Retired,9587,"",CHI01,Chicago Central Garage,Fleet_Master,2025-09-04,VH-10064,raw.vehicle_master_raw,10064,0,CLEAN,2026-05-29 14:00:10
10293,VH-10293,FNZ0YLLTLU2SWPZYX,UDN0019,IL,Chevrolet,Silverado,2024,Truck,1006,Logistics,Service,Gas Hybrid,1.8L,Manual,2024-11-10,2025-01-10,2028-07-27,Inactive,32929,"",CHI01,Chicago Central Garage,FleetMaster,2025-02-11,VH-10293,raw.vehicle_master_raw,10293,0,CLEAN,2026-05-29 14:00:10
10023,VH-10023,4ENHC9S4GAVV9CLGP,NZR7565,MO,Dodge,Ram 1500,2023,Truck,1005,Customer Support,Pool,HYBRID,6.7L,Manual,2023-06-28,2023-09-03,2028-03-01,Active,40395,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-08-21,VH-10023,raw.vehicle_master_raw,10023,0,CLEAN,2026-05-29 14:00:10
10178,VH-10178,72TCCB6RK8H0C52ND,ZGW3455,IL,Freightliner,M2,2014,Heavy Truck,1002,Field Services,Pool,GAS,2.5L,AUTO,09/20/2014,2014-09-28,2017-06-07,Inactive,189600,"",CHI02,Northside Service Hub,Fleet_Master,2025-11-26,VH-10178,raw.vehicle_master_raw,10178,0,CLEAN,2026-05-29 14:00:10
10010,VH-10010,URGJMXHGHCXSYBE9W,YJG9660,MO,Ford,F-150,2012,Truck,1008,Executive Fleet,Service,Electric,Electric,Manual,2012-09-11,2012-12-09,10/22/2015,Inactive,163676,10002,DET01,Detroit Partner Shop,AssetHub,2025-12-04,VH-10010,raw.vehicle_master_raw,10010,0,CLEAN,2026-05-29 14:00:10
10409,VH-10409,DYZHGJPE5KSF23VLV,HJB0054,WI,Dodge,Ram 1500,2017,Truck,1004,Maintenance,Light Duty,EV,5.3L,Manual,2017-04-14,2017-07-09,2020-08-07,Active,129031,"",CHI01,Chicago Central Garage,FleetMaster,2025-11-28,VH-10409,raw.vehicle_master_raw,10409,0,CLEAN,2026-05-29 14:00:10
10038,VH-10038,0JLCELYVGEL8057UT,HGB1368,"",Toyota,Prius,2019,Sedan,1006,Logistics,Heavy Duty,Diesel,1.8L,Manual,2019-11-23,2020-01-06,2025-01-02,Retired,68137,"",DET01,Detroit Partner Shop,Fleet_Master,2026-03-25,VH-10038,raw.vehicle_master_raw,10038,0,CLEAN,2026-05-29 14:00:10
10334,VH-10334,2AY9UE1XPBWTKVAHN,XDO8938,IL,Toyota,Tacoma,2024,Truck,1001,Operations,Executive,Dsl,2.5L,CVT,2024-05-19,07/27/2024,2028-04-18,ACTIVE,32833,"",CHI01,Chicago Central Garage,FleetMaster,2026-02-26,VH-10334,raw.vehicle_master_raw,10334,0,CLEAN,2026-05-29 14:00:10
10315,VH-10315,0FJ534A6WYVPCTXNH,JUU7795,MI,Toyota,Prius,2021,Sedan,1004,Maintenance,Executive,ELECTRIC,2.5L,"",2021-12-05,2021-12-11,2027-01-19,Active,67853,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-03-19,VH-10315,raw.vehicle_master_raw,10315,0,CLEAN,2026-05-29 14:00:10
10030,VH-10030,JBX82PJ9JS4E1JTTT,UXH0319,"",Freightliner,M2,2024,Heavy Truck,1008,Executive Fleet,Light Duty,Diesel,2.5L,"",2024-12-17,2025-01-23,2028-02-18,In Service,41430,"",DET01,Detroit Partner Shop,AssetHub,2025-07-08,VH-10030,raw.vehicle_master_raw,10030,0,CLEAN,2026-05-29 14:00:10
10197,VH-10197,"",BUG9263,MO,GMC,Sierra,2025,Truck,1003,Sales,Pool,Hybrid,2.0L,Manual,2025-11-05,2026-01-06,2030-06-18,ACTIVE,10227,"",DET01,Detroit Partner Shop,AssetHub,2025-09-29,VH-10197,raw.vehicle_master_raw,10197,0,CLEAN,2026-05-29 14:00:10
10361,VH-10361,F5U28NFH805D1G37X,XMK3704,MO,Toyota,Camry,2024,Sedan,1006,Logistics,Executive,GAS,Electric,"",2024-12-22,2025-03-01,2028-07-20,Available,43192,"",IND01,Indianapolis Depot,Fleet_Master,2026-02-24,VH-10361,raw.vehicle_master_raw,10361,0,CLEAN,2026-05-29 14:00:10
10364,VH-10364,C7NNH181RVDWAEWCW,GQO7666,MO,Chevrolet,Silverado,2022,Truck,1006,Logistics,Pool,Gas Hybrid,Electric,Automatic,2022-11-12,2023-01-30,2028-08-17,In Service,69170,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-06-09,VH-10364,raw.vehicle_master_raw,10364,0,CLEAN,2026-05-29 14:00:10
10375,VH-10375,A4D7ST3B5AJ1UKHSX,VPX3879,WI,Toyota,Camry,2012,Sedan,1007,Facilities,Service,GAS,Electric,CVT,2012-08-15,2012-09-16,2016-12-30,In Service,180658,"",DET01,Detroit Partner Shop,AssetHub,2025-05-25,VH-10375,raw.vehicle_master_raw,10375,0,CLEAN,2026-05-29 14:00:10
10215,VH-10215,"",IBH7512,MO,Ford,Transit,2024,Van,1001,Operations,Heavy Duty,HYBRID,2.5L,CVT,2024-01-05,2024-01-24,2027-02-28,Retired,43273,"",CHI02,Northside Service Hub,FleetMaster,2025-02-01,VH-10215,raw.vehicle_master_raw,10215,0,CLEAN,2026-05-29 14:00:10
10103,VH-10103,KHKBZUDX99KSVRHZR,OJK8171,IN,International,MV607,2013,Heavy Truck,1002,Field Services,Heavy Duty,HYBRID,2.5L,Manual,2013-04-08,06/05/2013,03/01/2018,Retired,133237,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-02-13,VH-10103,raw.vehicle_master_raw,10103,0,CLEAN,2026-05-29 14:00:10
10249,VH-10249,M76K637GLKRU06T5K,WDG2114,IL,Chevrolet,Express,2025,Van,1003,Sales,Service,Dsl,"",AUTO,2025-12-27,2026-03-06,2029-04-23,Retired,10314,"",STL01,St. Louis Fleet Center,AssetHub,2026-04-03,VH-10249,raw.vehicle_master_raw,10249,0,CLEAN,2026-05-29 14:00:10
10128,VH-10128,URC2U4WC0XCXYPCZ6,OBR9093,MO,Ford,Transit,2020,Van,1008,Executive Fleet,Light Duty,petrol,6.7L,Automatic,2020-09-17,2020-09-25,2024-09-06,ACTIVE,95125,"",MIL01,Milwaukee Repair Yard,FleetMaster,2025-04-15,VH-10128,raw.vehicle_master_raw,10128,0,CLEAN,2026-05-29 14:00:10
10420,VH-10420,AKC9EP90GK4JLSRR8,JIU2881,IN,Honda,Civic,2012,Sedan,1002,Field Services,Light Duty,ELECTRIC,Electric,Automatic,2012-08-08,2012-09-24,2016-08-20,ACTIVE,268430,"",CHI02,Northside Service Hub,FleetMaster,2025-01-27,VH-10420,raw.vehicle_master_raw,10420,0,CLEAN,2026-05-29 14:00:10
10110,VH-10110,HT63WKDT7FF7M21ZY,RWY9384,"",Chevrolet,Express,2024,Van,1007,Facilities,Pool,ELECTRIC,2.5L,Automatic,2024-05-17,2024-07-21,2029-12-06,Out of Service,32473,10021,MIL01,Milwaukee Repair Yard,FleetMaster,2025-03-09,VH-10110,raw.vehicle_master_raw,10110,0,CLEAN,2026-05-29 14:00:10
10320,VH-10320,R6LDA43HJX1GY9FW6,VLJ8987,MI,Toyota,Tacoma,2012,Truck,1006,Logistics,Pool,Gasoline,"","",2012-04-08,2012-05-14,2014-11-09,ACTIVE,285221,"",CHI01,Chicago Central Garage,FleetMaster,2025-11-06,VH-10320,raw.vehicle_master_raw,10320,0,CLEAN,2026-05-29 14:00:10
10140,VH-10140,GZJ8CZ5VHYYB3HBUC,RPT7293,MO,Chevrolet,Express,2025,Van,1004,Maintenance,Light Duty,Hybrid,2.0L,"",2025-07-02,2025-09-23,2028-01-24,In Service,10178,10030,CHI01,Chicago Central Garage,FleetMaster,2025-03-10,VH-10140,raw.vehicle_master_raw,10140,0,CLEAN,2026-05-29 14:00:10
10343,VH-10343,E7DVW94DW1XPCCP46,LBG0705,WI,Chevrolet,Express,2017,Van,1005,Customer Support,Pool,Electric,2.5L,CVT,2017-07-15,2017-09-23,2022-11-12,Active,165419,"",CHI02,Northside Service Hub,FleetMaster,2026-03-04,VH-10343,raw.vehicle_master_raw,10343,0,CLEAN,2026-05-29 14:00:10
10160,VH-10160,3CEK9GHT0DT310R20,YLG0207,MI,Ford,F-150,2022,Truck,1004,Maintenance,Heavy Duty,Unleaded,3.5L,"",2022-02-13,2022-03-30,2024-09-04,Retired,54096,"",STL01,St. Louis Fleet Center,AssetHub,2026-01-04,VH-10160,raw.vehicle_master_raw,10160,0,CLEAN,2026-05-29 14:00:10
10225,VH-10225,8JWYSULCBNY6WK70R,CNQ7471,IN,Ford,Explorer,2021,SUV,1003,Sales,Light Duty,EV,"",CVT,2021-06-13,2021-07-31,2027-01-16,Active,82368,"",CHI01,Chicago Central Garage,FleetMaster,2025-02-16,VH-10225,raw.vehicle_master_raw,10225,0,CLEAN,2026-05-29 14:00:10
10161,VH-10161,PSSNB9LX40168TGFN,DQI5787,WI,Freightliner,M2,2018,Heavy Truck,1007,Facilities,Pool,Gas Hybrid,2.0L,AUTO,2018-10-13,2018-11-24,2021-04-05,ACTIVE,84283,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-04-09,VH-10161,raw.vehicle_master_raw,10161,0,CLEAN,2026-05-29 14:00:10
10416,VH-10416,0Z6LU0WEUN2UUDY72,DGC4835,"",Toyota,Tacoma,2018,Truck,1004,Maintenance,Executive,DIESEL,1.8L,Automatic,2018-12-07,2019-02-12,2024-03-01,Active,147677,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2026-02-02,VH-10416,raw.vehicle_master_raw,10416,0,CLEAN,2026-05-29 14:00:10
10356,VH-10356,J8TG5UXCP69U7JHYM,PWK9839,MI,Ford,F-150,2018,Truck,1002,Field Services,Executive,Gasoline,"",CVT,06/15/2018,2018-09-12,2022-10-12,Retired,160787,"",DET01,Detroit Partner Shop,FleetMaster,2025-06-03,VH-10356,raw.vehicle_master_raw,10356,0,CLEAN,2026-05-29 14:00:10
10201,VH-10201,ZPS3D3LHC8FVZZAR0,FTK3244,WI,Chevrolet,Silverado,2023,Truck,1004,Maintenance,Heavy Duty,Hybrid,3.5L,Automatic,2023-02-17,2023-05-17,01/10/2028,In Service,58766,"",CHI01,Chicago Central Garage,Fleet_Master,2026-01-28,VH-10201,raw.vehicle_master_raw,10201,0,CLEAN,2026-05-29 14:00:10
10235,VH-10235,LBD1UKT5J3DKNN53D,WYW7755,WI,Freightliner,M2,2025,Heavy Truck,1002,Field Services,Light Duty,Gas,2.5L,AUTO,2025-07-18,2025-08-09,01/20/2029,Retired,11266,"",CHI02,Northside Service Hub,Fleet_Master,2026-04-02,VH-10235,raw.vehicle_master_raw,10235,0,CLEAN,2026-05-29 14:00:10
10144,VH-10144,T4FWN9MM2DS46ATUE,UUN9176,WI,Toyota,Camry,2022,Sedan,1006,Logistics,Service,Diesel,1.8L,"",2022-04-21,2022-06-23,2027-05-22,Retired,79140,"",IND01,Indianapolis Depot,AssetHub,2026-02-26,VH-10144,raw.vehicle_master_raw,10144,0,CLEAN,2026-05-29 14:00:10
10142,VH-10142,"",QLD6274,WI,Toyota,Tacoma,2019,Truck,1003,Sales,Service,Gasoline,"",AUTO,2019-09-22,2019-10-10,2024-10-28,Inactive,91986,"",CHI01,Chicago Central Garage,Fleet_Master,2026-04-28,VH-10142,raw.vehicle_master_raw,10142,0,CLEAN,2026-05-29 14:00:10
10008,VH-10008,KE27N66CZC7YSEG7U,EFK0811,WI,Chevrolet,Silverado,2015,Truck,1007,Facilities,Service,Dsl,2.0L,CVT,2015-02-27,05/04/2015,2020-08-09,Active,121180,"",STL01,St. Louis Fleet Center,AssetHub,2025-07-01,VH-10008,raw.vehicle_master_raw,10008,0,CLEAN,2026-05-29 14:00:10
10258,VH-10258,AAVN2KHVJXEXYDH6F,IPP6529,WI,Toyota,Tacoma,2021,Truck,1001,Operations,Executive,ELECTRIC,2.5L,CVT,2021-06-10,2021-08-14,2025-02-19,ACTIVE,80895,"",IND01,Indianapolis Depot,AssetHub,2026-02-02,VH-10258,raw.vehicle_master_raw,10258,0,CLEAN,2026-05-29 14:00:10
10050,VH-10050,VKPPDLXKEC6V9XD2F,VGF5714,"",GMC,Sierra,2012,Truck,1005,Customer Support,Executive,Gas Hybrid,2.5L,CVT,04/17/2012,2012-05-07,2017-08-18,Active,231435,"",DET01,Detroit Partner Shop,Fleet_Master,2025-06-24,VH-10050,raw.vehicle_master_raw,10050,0,CLEAN,2026-05-29 14:00:10
10303,VH-10303,KH03V9ZULN0384NFW,CFM2646,IN,Dodge,Ram 1500,2012,Truck,1003,Sales,Pool,EV,5.3L,Automatic,2012-09-17,2012-11-27,2016-07-16,Inactive,252466,"",DET01,Detroit Partner Shop,AssetHub,2026-02-26,VH-10303,raw.vehicle_master_raw,10303,0,CLEAN,2026-05-29 14:00:10
10328,VH-10328,Y2GGT07AZ8EBBUWYS,CXF5413,IL,Toyota,Tacoma,2025,Truck,1008,Executive Fleet,Service,HYBRID,"",Manual,2025-01-03,2025-02-05,2028-07-05,Available,14191,"",IND01,Indianapolis Depot,Fleet_Master,2026-03-23,VH-10328,raw.vehicle_master_raw,10328,0,CLEAN,2026-05-29 14:00:10
10204,VH-10204,E7J6X18Z210PCRLM0,TFR4050,"",Ford,Explorer,2015,SUV,1004,Maintenance,Light Duty,GAS,2.5L,"",2015-02-12,2015-02-18,2020-06-26,Available,102975,"",CHI02,Northside Service Hub,Fleet_Master,2026-04-30,VH-10204,raw.vehicle_master_raw,10204,0,CLEAN,2026-05-29 14:00:10
10368,VH-10368,H48A93VDLGBX1BEBT,ECP4241,MI,GMC,Sierra,2025,Truck,1007,Facilities,Light Duty,Electric,3.5L,Automatic,2025-08-17,2025-09-19,2028-12-02,Out of Service,16992,"",STL01,St. Louis Fleet Center,AssetHub,2026-03-25,VH-10368,raw.vehicle_master_raw,10368,0,CLEAN,2026-05-29 14:00:10
10081,VH-10081,6VK8RMCFGXF6ST3HU,HAC4851,IN,Honda,Civic,2018,Sedan,1004,Maintenance,Executive,GAS,6.7L,CVT,2018-11-13,2019-02-10,2023-08-17,In Service,133696,"",STL01,St. Louis Fleet Center,FleetMaster,2025-04-18,VH-10081,raw.vehicle_master_raw,10081,0,CLEAN,2026-05-29 14:00:10
10085,VH-10085,CXTHCVPYVUH96B790,SDX3385,MO,Chevrolet,Silverado,2024,Truck,1007,Facilities,Heavy Duty,Diesel,5.3L,Automatic,2024-10-15,2024-10-22,08/09/2030,Out of Service,22006,"",CHI01,Chicago Central Garage,Fleet_Master,2025-01-29,VH-10085,raw.vehicle_master_raw,10085,0,CLEAN,2026-05-29 14:00:10
10271,VH-10271,9BT5139EPEG9BN1UY,XHH0395,MO,Nissan,NV200,2014,Van,1005,Customer Support,Light Duty,diesel,2.0L,"",2014-11-10,2014-11-17,10/14/2019,Retired,172859,"",CHI02,Northside Service Hub,Fleet_Master,2026-04-02,VH-10271,raw.vehicle_master_raw,10271,0,CLEAN,2026-05-29 14:00:10
10152,VH-10152,RZEL6JULGC37DSWUX,UWS8227,MI,Nissan,NV200,2019,Van,1003,Sales,Heavy Duty,Electric,2.5L,Manual,2019-03-14,2019-06-04,2024-05-02,In Service,107665,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-02-02,VH-10152,raw.vehicle_master_raw,10152,0,CLEAN,2026-05-29 14:00:10
10073,VH-10073,57G2FHURVSVDN89ZZ,ILJ2253,IL,Ford,Transit,2023,Van,1008,Executive Fleet,Pool,Gasoline,Electric,CVT,2023-07-12,2023-08-11,2028-02-28,Available,36355,"",STL01,St. Louis Fleet Center,FleetMaster,04/24/2026,VH-10073,raw.vehicle_master_raw,10073,0,CLEAN,2026-05-29 14:00:10
10274,VH-10274,10C0A4NZF8F3EV8G8,SAJ9829,IL,Toyota,Prius,2013,Sedan,1001,Operations,Heavy Duty,EV,Electric,"",2013-03-15,2013-05-26,2019-02-17,In Service,210728,"",IND01,Indianapolis Depot,AssetHub,2026-03-13,VH-10274,raw.vehicle_master_raw,10274,0,CLEAN,2026-05-29 14:00:10
10007,VH-10007,ZMPG85W6N2DY8674G,IGU3639,MI,GMC,Sierra,2022,Truck,1006,Logistics,Pool,EV,Electric,AUTO,2022-12-06,2023-01-12,2025-11-05,Active,34322,"",CHI02,Northside Service Hub,FleetMaster,2025-09-21,VH-10007,raw.vehicle_master_raw,10007,0,CLEAN,2026-05-29 14:00:10
10272,VH-10272,P5E5Z3BEJ6Y32GDT8,TLC1726,IN,GMC,Sierra,2014,Truck,1007,Facilities,Pool,Gas,6.7L,Automatic,2014-07-07,2014-09-23,2018-06-12,Inactive,232942,"",CHI02,Northside Service Hub,AssetHub,2025-11-28,VH-10272,raw.vehicle_master_raw,10272,0,CLEAN,2026-05-29 14:00:10
10216,VH-10216,SHA5ZKK024W43JMHV,ZXH6420,"",Toyota,Camry,2021,Sedan,1003,Sales,Executive,Electric,5.3L,AUTO,2021-08-10,2021-11-02,2026-11-24,Retired,73169,"",STL01,St. Louis Fleet Center,Fleet_Master,2025-09-29,VH-10216,raw.vehicle_master_raw,10216,0,CLEAN,2026-05-29 14:00:10
10219,VH-10219,TV1MYVCMZ1F8EANNS,XJC4753,MO,Chevrolet,Silverado,2018,Truck,1004,Maintenance,Executive,Unleaded,2.5L,AUTO,2018-10-12,2019-01-06,2024-03-24,ACTIVE,155202,"",CHI01,Chicago Central Garage,FleetMaster,2025-12-01,VH-10219,raw.vehicle_master_raw,10219,0,CLEAN,2026-05-29 14:00:10
10280,VH-10280,E5L3PG5YRCFCUZVLT,TOP4232,MO,Honda,Civic,2017,Sedan,1002,Field Services,Heavy Duty,ELECTRIC,Electric,Manual,2017-11-20,2017-12-13,2023-03-07,ACTIVE,190550,"",CHI02,Northside Service Hub,FleetMaster,2025-03-18,VH-10280,raw.vehicle_master_raw,10280,0,CLEAN,2026-05-29 14:00:10
10074,VH-10074,N78MG62M3SU7AHMWB,TMR3233,MI,Toyota,Tacoma,2018,Truck,1007,Facilities,Pool,ELECTRIC,Electric,Manual,2018-03-09,2018-04-23,2022-01-05,Retired,140713,"",STL01,St. Louis Fleet Center,FleetMaster,2025-11-14,VH-10074,raw.vehicle_master_raw,10074,0,CLEAN,2026-05-29 14:00:10
10043,VH-10043,CKH2PG2S461MFYC0X,QCI0298,IL,Ford,F-150,2018,Truck,1003,Sales,Service,DIESEL,6.7L,"",2018-07-19,2018-08-14,2024-06-03,Available,173332,"",CHI01,Chicago Central Garage,Fleet_Master,06/05/2025,VH-10043,raw.vehicle_master_raw,10043,0,CLEAN,2026-05-29 14:00:10
10282,VH-10282,3D1Y89MK9HBJHLPBG,IQB9979,MO,Chevrolet,Silverado,2018,Truck,1002,Field Services,Pool,petrol,Electric,CVT,2018-06-01,2018-06-21,2021-08-12,Out of Service,152205,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-07-12,VH-10282,raw.vehicle_master_raw,10282,0,CLEAN,2026-05-29 14:00:10
10051,VH-10051,P9U901LE3HX8JN23M,RHL8154,IN,Ford,F-150,2022,Truck,1001,Operations,Executive,HYBRID,"",CVT,2022-08-20,2022-09-16,2025-03-10,Inactive,73345,"",MIL01,Milwaukee Repair Yard,Fleet_Master,2026-03-28,VH-10051,raw.vehicle_master_raw,10051,0,CLEAN,2026-05-29 14:00:10
10040,VH-10040,PP5SFPXGHFFRBTGGJ,JOI1724,MO,Chevrolet,Express,2013,Van,1006,Logistics,Service,EV,2.0L,Automatic,2013-08-21,2013-09-10,2017-06-18,ACTIVE,236248,"",CHI01,Chicago Central Garage,FleetMaster,2025-09-04,VH-10040,raw.vehicle_master_raw,10040,0,CLEAN,2026-05-29 14:00:10
10234,VH-10234,5PPHYUX18TE9B08EZ,GGF8456,IL,Toyota,Camry,2021,Sedan,1002,Field Services,Executive,Gas,3.5L,Automatic,2021-11-07,2021-12-14,2027-01-20,In Service,68204,"",CHI02,Northside Service Hub,AssetHub,2025-08-12,VH-10234,raw.vehicle_master_raw,10234,0,CLEAN,2026-05-29 14:00:10
10297,VH-10297,KZZ85LPP8XW8PZ3EH,YRP5424,WI,Ford,Transit,2016,Van,1004,Maintenance,Heavy Duty,HYBRID,"",AUTO,2016-10-25,2017-01-23,2021-12-14,ACTIVE,163201,"",MIL01,Milwaukee Repair Yard,AssetHub,2025-06-11,VH-10297,raw.vehicle_master_raw,10297,0,CLEAN,2026-05-29 14:00:10
10200,VH-10200,5NAFZ1AMYDAURT6NS,GDC5725,IN,Ford,Transit,2014,Van,1008,Executive Fleet,Service,HYBRID,2.0L,Automatic,03/18/2014,2014-06-15,2017-10-18,Retired,237232,"",STL01,St. Louis Fleet Center,FleetMaster,2025-05-12,VH-10200,raw.vehicle_master_raw,10200,0,CLEAN,2026-05-29 14:00:10
10226,VH-10226,CL3GVJL30Z0520RJU,ERL5070,"",Ford,Explorer,2020,SUV,1008,Executive Fleet,Pool,Gas Hybrid,"","",2020-12-20,2021-03-04,2023-09-25,Inactive,102745,"",STL01,St. Louis Fleet Center,FleetMaster,2025-01-17,VH-10226,raw.vehicle_master_raw,10226,0,CLEAN,2026-05-29 14:00:10
10082,VH-10082,RR9XLW9KN1NMDSXL9,ZKN3623,WI,Ford,Explorer,2022,SUV,1004,Maintenance,Light Duty,Electric,1.8L,"",2022-01-10,2022-03-25,2027-06-22,Retired,67909,"",MIL01,Milwaukee Repair Yard,AssetHub,2026-04-13,VH-10082,raw.vehicle_master_raw,10082,0,CLEAN,2026-05-29 14:00:10
10129,VH-10129,RKZCYPUWKUXWLUT6A,QNL7195,"",Toyota,Camry,2019,Sedan,1008,Executive Fleet,Service,Diesel,2.5L,"",2019-10-04,2019-12-07,2024-10-16,Active,141914,"",DET01,Detroit Partner Shop,AssetHub,2025-06-23,VH-10129,raw.vehicle_master_raw,10129,0,CLEAN,2026-05-29 14:00:10
10371,VH-10371,DUA6E38CH090ZNHH8,PHG0050,"",Toyota,Prius,2017,Sedan,1004,Maintenance,Light Duty,ELECTRIC,2.5L,"",2017-06-03,2017-07-29,2022-05-25,Retired,118201,"",CHI02,Northside Service Hub,AssetHub,2025-08-07,VH-10371,raw.vehicle_master_raw,10371,0,CLEAN,2026-05-29 14:00:10
10037,VH-10037,KLATD6JEMSKR8XJXG,HIC4445,WI,Toyota,Prius,2014,Sedan,1001,Operations,Pool,diesel,Electric,AUTO,2014-07-26,2014-09-15,2019-10-08,Retired,250072,"",STL01,St. Louis Fleet Center,Fleet_Master,04/30/2026,VH-10037,raw.vehicle_master_raw,10037,0,CLEAN,2026-05-29 14:00:10
10260,VH-10260,RZC83R12EC7WW7D07,FNN5312,MO,Honda,Civic,2024,Sedan,1007,Facilities,Executive,ELECTRIC,6.7L,Automatic,2024-04-04,2024-04-26,2029-12-10,In Service,18502,"",IND01,Indianapolis Depot,FleetMaster,2025-08-19,VH-10260,raw.vehicle_master_raw,10260,0,CLEAN,2026-05-29 14:00:10
10094,VH-10094,ESZF9ZRURZ902SHC0,VNX4399,MI,Toyota,Tacoma,2025,Truck,1004,Maintenance,Light Duty,Diesel,"",Manual,2025-11-26,2025-12-06,2028-06-14,Available,14173,"",DET01,Detroit Partner Shop,Fleet_Master,2025-02-12,VH-10094,raw.vehicle_master_raw,10094,0,CLEAN,2026-05-29 14:00:10
10164,VH-10164,3GLU6YCX3FJ811PE5,WSZ1156,MI,GMC,Sierra,2015,Truck,1006,Logistics,Executive,EV,5.3L,"",04/26/2015,2015-06-13,2019-02-12,Inactive,239846,"",CHI02,Northside Service Hub,Fleet_Master,2026-03-14,VH-10164,raw.vehicle_master_raw,10164,0,CLEAN,2026-05-29 14:00:10
10357,VH-10357,P4J3NHF9T6KY6D5RU,XMC3446,IL,Nissan,NV200,2018,Van,1003,Sales,Executive,Gas Hybrid,6.7L,Automatic,2018-03-07,2018-03-29,2022-06-18,ACTIVE,107335,"",CHI01,Chicago Central Garage,AssetHub,2026-04-21,VH-10357,raw.vehicle_master_raw,10357,0,CLEAN,2026-05-29 14:00:10
10380,VH-10380,H475ZGS4S78V6Z8FY,ZIK8530,MO,Toyota,Tacoma,2013,Truck,1002,Field Services,Light Duty,Electric,3.5L,Automatic,2013-05-11,2013-05-20,2017-10-25,Retired,192263,"",STL01,St. Louis Fleet Center,FleetMaster,12/20/2025,VH-10380,raw.vehicle_master_raw,10380,0,CLEAN,2026-05-29 14:00:10
10317,VH-10317,9XJZGCZKA5GT9HLRT,XCW5305,IL,Nissan,NV200,2017,Van,1004,Maintenance,Light Duty,EV,2.5L,Automatic,2017-09-20,2017-09-25,2021-04-17,Active,195166,"",CHI02,Northside Service Hub,AssetHub,01/22/2025,VH-10317,raw.vehicle_master_raw,10317,0,CLEAN,2026-05-29 14:00:10
10376,VH-10376,8ZZDERWDFZNKYY4CG,PIO5634,IL,Freightliner,M2,2018,Heavy Truck,1004,Maintenance,Light Duty,HYBRID,6.7L,"",2018-02-25,2018-03-03,2021-03-17,Available,175091,"",DET01,Detroit Partner Shop,AssetHub,2026-04-06,VH-10376,raw.vehicle_master_raw,10376,0,CLEAN,2026-05-29 14:00:10
10193,VH-10193,NYG914NASNYR25WU7,QBX5406,MI,Chevrolet,Silverado,2019,Truck,1006,Logistics,Service,Diesel,Electric,CVT,2019-10-23,2019-11-14,2022-06-03,Active,145099,"",STL01,St. Louis Fleet Center,AssetHub,2025-01-25,VH-10193,raw.vehicle_master_raw,10193,0,CLEAN,2026-05-29 14:00:10
