assessment_id,assessment_date_raw,vehicle_id,registration_no,mileage_raw,odometer_reading_raw,last_service_date_raw,source_table,source_record_id,clean_assessment_key,clean_mileage,clean_odometer_reading,alteryx_processed_at,vin,clean_vehicle_key,has_review_required_exception,clean_record_status
CA-000748,2024-10-23,VH-10228,ODE3720,21042,21105,2024-02-21,raw.fleet_condition_assessment_raw,CA-000748,CA-000748,21042,21105,2026-05-29 14:00:10,Y6U553LMB6LVPB0DF,VH-10228,0,CLEAN
CA-001127,2025-03-30,VH-10228,ODE3720,19073,18785,2024-02-19,raw.fleet_condition_assessment_raw,CA-001127,CA-001127,19073,18785,2026-05-29 14:00:10,Y6U553LMB6LVPB0DF,VH-10228,0,CLEAN
CA-001011,2024-11-23,VH-10197,BUG9263,11608,11892,2023-10-27,raw.fleet_condition_assessment_raw,CA-001011,CA-001011,11608,11892,2026-05-29 14:00:10,"",VH-10197,0,CLEAN
CA-001367,2024-06-16,VH-10197,WAF5896,13968,13672,2024-02-20,raw.fleet_condition_assessment_raw,CA-001367,CA-001367,13968,13672,2026-05-29 14:00:10,"",VH-10197,0,CLEAN
CA-001398,2025-11-24,VH-10252,IZQ8447,13987,22668,2025-01-08,raw.fleet_condition_assessment_raw,CA-001398,CA-001398,13987,22668,2026-05-29 14:00:10,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
CA-000067,2024-10-09,VH-10252,IZQ8447,19993,38513,2024-02-01,raw.fleet_condition_assessment_raw,CA-000067,CA-000067,19993,38513,2026-05-29 14:00:10,GZR8SN0JC6JUNVKMK,VH-10252,0,CLEAN
CA-000167,2024-02-07,VH-10338,RZY1050,140439,162257,2023-04-12,raw.fleet_condition_assessment_raw,CA-000167,CA-000167,140439,162257,2026-05-29 14:00:10,TT1PZ3XZTCT6BS1JD,VH-10338,0,CLEAN
CA-001449,2025-11-06,VH-10338,RZY1050,136389,141649,2025-10-16,raw.fleet_condition_assessment_raw,CA-001449,CA-001449,136389,141649,2026-05-29 14:00:10,TT1PZ3XZTCT6BS1JD,VH-10338,0,CLEAN
CA-000121,2024-05-26,VH-10338,RZY1050,134402,148422,2024-02-06,raw.fleet_condition_assessment_raw,CA-000121,CA-000121,134402,148422,2026-05-29 14:00:10,TT1PZ3XZTCT6BS1JD,VH-10338,0,CLEAN
CA-000240,2025-12-18,VH-10201,FTK3244,59771,59997,2025-11-23,raw.fleet_condition_assessment_raw,CA-000240,CA-000240,59771,59997,2026-05-29 14:00:10,ZPS3D3LHC8FVZZAR0,VH-10201,0,CLEAN
CA-000249,2026-03-21,VH-10201,FTK3244,54579,54366,2025-11-01,raw.fleet_condition_assessment_raw,CA-000249,CA-000249,54579,54366,2026-05-29 14:00:10,ZPS3D3LHC8FVZZAR0,VH-10201,0,CLEAN
CA-000486,2024-04-22,VH-10201,FTK3244,60124,60235,2023-09-28,raw.fleet_condition_assessment_raw,CA-000486,CA-000486,60124,60235,2026-05-29 14:00:10,ZPS3D3LHC8FVZZAR0,VH-10201,0,CLEAN
CA-000820,05/29/2024,VH-10201,FTK3244,60002,70673,2024-01-24,raw.fleet_condition_assessment_raw,CA-000820,CA-000820,60002,70673,2026-05-29 14:00:10,ZPS3D3LHC8FVZZAR0,VH-10201,0,CLEAN
CA-000168,2024-03-05,VH-10345,SKL5280,221191,245234,2024-02-24,raw.fleet_condition_assessment_raw,CA-000168,CA-000168,221191,245234,2026-05-29 14:00:10,4WGE1H4N5D5AE1UEE,VH-10345,0,CLEAN
CA-000329,2026-02-28,VH-10345,SKL5280,218632,218648,05/16/2025,raw.fleet_condition_assessment_raw,CA-000329,CA-000329,218632,218648,2026-05-29 14:00:10,4WGE1H4N5D5AE1UEE,VH-10345,0,CLEAN
CA-001197,2025-03-08,VH-10345,SKL5280,212373,212147,2024-03-21,raw.fleet_condition_assessment_raw,CA-001197,CA-001197,212373,212147,2026-05-29 14:00:10,4WGE1H4N5D5AE1UEE,VH-10345,0,CLEAN
CA-001157,2025-07-12,VH-10196,WDM5374,92700,92912,2025-06-26,raw.fleet_condition_assessment_raw,CA-001157,CA-001157,92700,92912,2026-05-29 14:00:10,J0MJA5JPHH1BYHH4X,VH-10196,0,CLEAN
CA-001355,2026-02-25,VH-10196,WDM5374,100462,100387,2025-04-13,raw.fleet_condition_assessment_raw,CA-001355,CA-001355,100462,100387,2026-05-29 14:00:10,J0MJA5JPHH1BYHH4X,VH-10196,0,CLEAN
CA-000848,2025-05-17,VH-10196,WDM5374,98961,98951,2024-04-26,raw.fleet_condition_assessment_raw,CA-000848,CA-000848,98961,98951,2026-05-29 14:00:10,J0MJA5JPHH1BYHH4X,VH-10196,0,CLEAN
CA-000968,2025-12-12,VH-10196,WDM5374,93390,93534,2025-08-08,raw.fleet_condition_assessment_raw,CA-000968,CA-000968,93390,93534,2026-05-29 14:00:10,J0MJA5JPHH1BYHH4X,VH-10196,0,CLEAN
CA-001060,2025-01-15,VH-10232,HNR0845,36659,36803,2025-01-13,raw.fleet_condition_assessment_raw,CA-001060,CA-001060,36659,36803,2026-05-29 14:00:10,8U82SZTDZ7ZLLA918,VH-10232,0,CLEAN
CA-000702,2025-06-06,VH-10137,LNF9504,204964,227731,2025-02-24,raw.fleet_condition_assessment_raw,CA-000702,CA-000702,204964,227731,2026-05-29 14:00:10,"",VH-10137,0,CLEAN
CA-001224,2024-06-30,VH-10137,HWJ5097,205889,229851,2024-01-14,raw.fleet_condition_assessment_raw,CA-001224,CA-001224,205889,229851,2026-05-29 14:00:10,"",VH-10137,0,CLEAN
CA-000553,11/16/2025,VH-10137,HWJ5097,204797,205029,2024-12-11,raw.fleet_condition_assessment_raw,CA-000553,CA-000553,204797,205029,2026-05-29 14:00:10,"",VH-10137,0,CLEAN
CA-000891,03/03/2026,VH-10137,HWJ5097,211197,234040,2025-06-30,raw.fleet_condition_assessment_raw,CA-000891,CA-000891,211197,234040,2026-05-29 14:00:10,"",VH-10137,0,CLEAN
CA-001116,2026-05-01,VH-10193,QBX5406,148790,159427,2025-09-08,raw.fleet_condition_assessment_raw,CA-001116,CA-001116,148790,159427,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-000718,2026-02-22,VH-10193,QBX5406,144258,144407,2025-09-17,raw.fleet_condition_assessment_raw,CA-000718,CA-000718,144258,144407,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-000078,2025-08-18,VH-10193,QBX5406,140937,149301,2025-02-27,raw.fleet_condition_assessment_raw,CA-000078,CA-000078,140937,149301,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-001187,2025-11-24,VH-10193,CBL7258,148717,156375,2025-08-20,raw.fleet_condition_assessment_raw,CA-001187,CA-001187,148717,156375,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-000878,2025-12-15,VH-10193,QBX5406,145260,145260,2025-06-16,raw.fleet_condition_assessment_raw,CA-000878,CA-000878,145260,145260,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-001189,2024-06-18,VH-10193,QBX5406,142629,142403,2023-08-20,raw.fleet_condition_assessment_raw,CA-001189,CA-001189,142629,142403,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-000197,2024-12-22,VH-10193,QBX5406,141304,141288,2024-01-19,raw.fleet_condition_assessment_raw,CA-000197,CA-000197,141304,141288,2026-05-29 14:00:10,NYG914NASNYR25WU7,VH-10193,0,CLEAN
CA-001158,2025-06-11,VH-10016,XJK6295,110255,133025,2025-02-09,raw.fleet_condition_assessment_raw,CA-001158,CA-001158,110255,133025,2026-05-29 14:00:10,1P2HM1RU6E4ZFK6PC,VH-10016,0,CLEAN
CA-000787,2025-05-17,VH-10016,XJK6295,117445,128719,2024-05-07,raw.fleet_condition_assessment_raw,CA-000787,CA-000787,117445,128719,2026-05-29 14:00:10,1P2HM1RU6E4ZFK6PC,VH-10016,0,CLEAN
CA-000105,2025-08-24,VH-10016,XJK6295,111492,132312,2024-09-25,raw.fleet_condition_assessment_raw,CA-000105,CA-000105,111492,132312,2026-05-29 14:00:10,1P2HM1RU6E4ZFK6PC,VH-10016,0,CLEAN
CA-000046,2026-03-22,VH-10016,XJK6295,112758,132141,2026-02-01,raw.fleet_condition_assessment_raw,CA-000046,CA-000046,112758,132141,2026-05-29 14:00:10,1P2HM1RU6E4ZFK6PC,VH-10016,0,CLEAN
CA-001321,2024-03-19,VH-10016,XJK6295,112617,112550,2023-12-08,raw.fleet_condition_assessment_raw,CA-001321,CA-001321,112617,112550,2026-05-29 14:00:10,1P2HM1RU6E4ZFK6PC,VH-10016,0,CLEAN
CA-000015,2025-06-29,VH-10414,BKN4877,116520,122005,2024-07-15,raw.fleet_condition_assessment_raw,CA-000015,CA-000015,116520,122005,2026-05-29 14:00:10,5755RXL8WXU9YY7AR,VH-10414,0,CLEAN
CA-000243,2025-04-28,VH-10414,BKN4877,118546,137255,2024-04-20,raw.fleet_condition_assessment_raw,CA-000243,CA-000243,118546,137255,2026-05-29 14:00:10,5755RXL8WXU9YY7AR,VH-10414,0,CLEAN
CA-000451,2024-04-05,VH-10414,BKN4877,117863,128867,2024-02-12,raw.fleet_condition_assessment_raw,CA-000451,CA-000451,117863,128867,2026-05-29 14:00:10,5755RXL8WXU9YY7AR,VH-10414,0,CLEAN
CA-001489,2025-10-06,VH-10414,BKN4877,115033,114913,2024-08-26,raw.fleet_condition_assessment_raw,CA-001489,CA-001489,115033,114913,2026-05-29 14:00:10,5755RXL8WXU9YY7AR,VH-10414,0,CLEAN
CA-000039,2025-10-18,VH-10414,BKN4877,118405,128814,2025-09-20,raw.fleet_condition_assessment_raw,CA-000039,CA-000039,118405,128814,2026-05-29 14:00:10,5755RXL8WXU9YY7AR,VH-10414,0,CLEAN
CA-000567,2026-02-05,VH-10414,BKN4877,113336,113254,2025-09-17,raw.fleet_condition_assessment_raw,CA-000567,CA-000567,113336,113254,2026-05-29 14:00:10,5755RXL8WXU9YY7AR,VH-10414,0,CLEAN
CA-000550,2024-03-08,VH-10023,NZR7565,39744,39732,2023-05-27,raw.fleet_condition_assessment_raw,CA-000550,CA-000550,39744,39732,2026-05-29 14:00:10,4ENHC9S4GAVV9CLGP,VH-10023,0,CLEAN
CA-001111,2025-06-27,VH-10023,NZR7565,43887,43793,2024-06-16,raw.fleet_condition_assessment_raw,CA-001111,CA-001111,43887,43793,2026-05-29 14:00:10,4ENHC9S4GAVV9CLGP,VH-10023,0,CLEAN
CA-000639,2024-01-05,VH-10368,ECP4241,19049,19073,2023-05-29,raw.fleet_condition_assessment_raw,CA-000639,CA-000639,19049,19073,2026-05-29 14:00:10,H48A93VDLGBX1BEBT,VH-10368,0,CLEAN
CA-000646,2025-07-23,VH-10368,URP2551,19674,35462,2025-01-21,raw.fleet_condition_assessment_raw,CA-000646,CA-000646,19674,35462,2026-05-29 14:00:10,H48A93VDLGBX1BEBT,VH-10368,0,CLEAN
CA-000026,2024-07-05,VH-10368,ECP4241,17996,17792,2024-01-09,raw.fleet_condition_assessment_raw,CA-000026,CA-000026,17996,17792,2026-05-29 14:00:10,H48A93VDLGBX1BEBT,VH-10368,0,CLEAN
CA-000861,2025-08-06,VH-10368,ECP4241,12610,21658,2025-04-06,raw.fleet_condition_assessment_raw,CA-000861,CA-000861,12610,21658,2026-05-29 14:00:10,H48A93VDLGBX1BEBT,VH-10368,0,CLEAN
CA-000122,2024-09-28,VH-10368,ECP4241,16500,30831,2024-03-12,raw.fleet_condition_assessment_raw,CA-000122,CA-000122,16500,30831,2026-05-29 14:00:10,H48A93VDLGBX1BEBT,VH-10368,0,CLEAN
CA-000255,2025-04-21,VH-10185,PYU0435,218198,217934,2024-09-10,raw.fleet_condition_assessment_raw,CA-000255,CA-000255,218198,217934,2026-05-29 14:00:10,1TFMYAB6WEAU48257,VH-10185,0,CLEAN
CA-001485,2026-04-01,VH-10185,MLY4243,215373,215449,2025-02-15,raw.fleet_condition_assessment_raw,CA-001485,CA-001485,215373,215449,2026-05-29 14:00:10,1TFMYAB6WEAU48257,VH-10185,0,CLEAN
CA-000164,2025-04-05,VH-10164,WSZ1156,244594,244486,2024-12-12,raw.fleet_condition_assessment_raw,CA-000164,CA-000164,244594,244486,2026-05-29 14:00:10,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
CA-001246,2024-01-05,VH-10164,WSZ1156,236023,245532,2023-09-17,raw.fleet_condition_assessment_raw,CA-001246,CA-001246,236023,245532,2026-05-29 14:00:10,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
CA-001497,2025-10-16,VH-10164,SPW0605,243527,243562,2025-10-12,raw.fleet_condition_assessment_raw,CA-001497,CA-001497,243527,243562,2026-05-29 14:00:10,3GLU6YCX3FJ811PE5,VH-10164,0,CLEAN
CA-000474,2024-01-30,VH-10103,TCI2046,134608,149145,2023-05-19,raw.fleet_condition_assessment_raw,CA-000474,CA-000474,134608,149145,2026-05-29 14:00:10,KHKBZUDX99KSVRHZR,VH-10103,0,CLEAN
CA-000304,2025-08-16,VH-10103,OJK8171,136183,156532,05/12/2025,raw.fleet_condition_assessment_raw,CA-000304,CA-000304,136183,156532,2026-05-29 14:00:10,KHKBZUDX99KSVRHZR,VH-10103,0,CLEAN
CA-000591,2025-09-29,VH-10103,OJK8171,136892,149006,2024-11-17,raw.fleet_condition_assessment_raw,CA-000591,CA-000591,136892,149006,2026-05-29 14:00:10,KHKBZUDX99KSVRHZR,VH-10103,0,CLEAN
CA-000299,2024-01-28,VH-10103,OJK8171,134007,133881,2022-12-31,raw.fleet_condition_assessment_raw,CA-000299,CA-000299,134007,133881,2026-05-29 14:00:10,KHKBZUDX99KSVRHZR,VH-10103,0,CLEAN
CA-000635,2024-08-27,VH-10258,IPP6529,78219,78510,2023-08-22,raw.fleet_condition_assessment_raw,CA-000635,CA-000635,78219,78510,2026-05-29 14:00:10,AAVN2KHVJXEXYDH6F,VH-10258,0,CLEAN
CA-000540,2024-07-26,VH-10194,SGK9378,86198,86156,2024-01-22,raw.fleet_condition_assessment_raw,CA-000540,CA-000540,86198,86156,2026-05-29 14:00:10,MCY5W84HJ1RLL9YEZ,VH-10194,0,CLEAN
CA-000510,2024-01-17,VH-10194,SGK9378,87316,87579,2023-04-18,raw.fleet_condition_assessment_raw,CA-000510,CA-000510,87316,87579,2026-05-29 14:00:10,MCY5W84HJ1RLL9YEZ,VH-10194,0,CLEAN
CA-000770,2025-07-21,VH-10194,SGK9378,83470,98689,2024-09-01,raw.fleet_condition_assessment_raw,CA-000770,CA-000770,83470,98689,2026-05-29 14:00:10,MCY5W84HJ1RLL9YEZ,VH-10194,0,CLEAN
CA-001454,2025-04-18,VH-10194,SGK9378,83938,108243,2024-07-27,raw.fleet_condition_assessment_raw,CA-001454,CA-001454,83938,108243,2026-05-29 14:00:10,MCY5W84HJ1RLL9YEZ,VH-10194,0,CLEAN
CA-001236,2026-04-09,VH-10194,SGK9378,81305,81123,2025-04-27,raw.fleet_condition_assessment_raw,CA-001236,CA-001236,81305,81123,2026-05-29 14:00:10,MCY5W84HJ1RLL9YEZ,VH-10194,0,CLEAN
CA-000634,2025-07-19,VH-10339,WJW0815,171565,171743,2024-10-02,raw.fleet_condition_assessment_raw,CA-000634,CA-000634,171565,171743,2026-05-29 14:00:10,EH6225F5TA4MKT2T1,VH-10339,0,CLEAN
CA-001053,2024-11-12,VH-10065,RPO7917,66726,74096,2024-08-25,raw.fleet_condition_assessment_raw,CA-001053,CA-001053,66726,74096,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-001120,2025-03-04,VH-10065,QWK2435,68619,76513,2025-02-17,raw.fleet_condition_assessment_raw,CA-001120,CA-001120,68619,76513,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-001032,2024-10-31,VH-10065,RPO7917,75055,75203,2024-07-29,raw.fleet_condition_assessment_raw,CA-001032,CA-001032,75055,75203,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-001128,2025-02-05,VH-10065,RPO7917,72107,95331,2024-09-03,raw.fleet_condition_assessment_raw,CA-001128,CA-001128,72107,95331,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-001371,2025-05-19,VH-10065,RPO7917,65364,83906,2024-09-30,raw.fleet_condition_assessment_raw,CA-001371,CA-001371,65364,83906,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-000073,2024-07-28,VH-10065,RPO7917,66946,66797,2023-09-25,raw.fleet_condition_assessment_raw,CA-000073,CA-000073,66946,66797,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-000648,2024-02-12,VH-10065,RPO7917,69491,85530,2023-06-19,raw.fleet_condition_assessment_raw,CA-000648,CA-000648,69491,85530,2026-05-29 14:00:10,KLLZLRAWAJ7ECEPEC,VH-10065,0,CLEAN
CA-000669,2026-03-05,VH-10156,OJF7809,182968,182891,2026-01-11,raw.fleet_condition_assessment_raw,CA-000669,CA-000669,182968,182891,2026-05-29 14:00:10,0LW4H6T3FWMF5ZA3K,VH-10156,0,CLEAN
CA-000272,2026-03-10,VH-10156,OJF7809,182259,197301,2025-10-17,raw.fleet_condition_assessment_raw,CA-000272,CA-000272,182259,197301,2026-05-29 14:00:10,0LW4H6T3FWMF5ZA3K,VH-10156,0,CLEAN
CA-001112,2025-12-30,VH-10156,OJF7809,181437,192210,2025-10-07,raw.fleet_condition_assessment_raw,CA-001112,CA-001112,181437,192210,2026-05-29 14:00:10,0LW4H6T3FWMF5ZA3K,VH-10156,0,CLEAN
CA-001194,2025-01-18,VH-10156,OJF7809,180083,180273,2024-02-14,raw.fleet_condition_assessment_raw,CA-001194,CA-001194,180083,180273,2026-05-29 14:00:10,0LW4H6T3FWMF5ZA3K,VH-10156,0,CLEAN
CA-000221,2025-05-29,VH-10239,MLF2384,113738,113942,2024-06-09,raw.fleet_condition_assessment_raw,CA-000221,CA-000221,113738,113942,2026-05-29 14:00:10,JN1CTFWTZ667VCNM8,VH-10239,0,CLEAN
CA-000232,07/12/2025,VH-10341,WCB9592,90070,90340,2025-01-10,raw.fleet_condition_assessment_raw,CA-000232,CA-000232,90070,90340,2026-05-29 14:00:10,ZUH20BAB078SHNB5P,VH-10341,0,CLEAN
CA-000291,2025-01-28,VH-10341,WCB9592,89466,89351,04/19/2024,raw.fleet_condition_assessment_raw,CA-000291,CA-000291,89466,89351,2026-05-29 14:00:10,ZUH20BAB078SHNB5P,VH-10341,0,CLEAN
CA-001262,2024-08-10,VH-10267,AEU7281,57935,57647,2023-09-10,raw.fleet_condition_assessment_raw,CA-001262,CA-001262,57935,57647,2026-05-29 14:00:10,W78JAN5J6MW4G2A00,VH-10267,0,CLEAN
CA-000589,2025-06-12,VH-10267,AEU7281,48161,55583,2024-12-28,raw.fleet_condition_assessment_raw,CA-000589,CA-000589,48161,55583,2026-05-29 14:00:10,W78JAN5J6MW4G2A00,VH-10267,0,CLEAN
CA-000672,01/07/2026,VH-10267,AEU7281,51515,71943,2025-03-18,raw.fleet_condition_assessment_raw,CA-000672,CA-000672,51515,71943,2026-05-29 14:00:10,W78JAN5J6MW4G2A00,VH-10267,0,CLEAN
CA-001254,06/28/2025,VH-10267,AEU7281,52569,52390,2024-08-19,raw.fleet_condition_assessment_raw,CA-001254,CA-001254,52569,52390,2026-05-29 14:00:10,W78JAN5J6MW4G2A00,VH-10267,0,CLEAN
CA-000944,2024-03-09,VH-10340,CLY0078,43109,53676,2023-07-14,raw.fleet_condition_assessment_raw,CA-000944,CA-000944,43109,53676,2026-05-29 14:00:10,58K4YG1GG7ESPALAS,VH-10340,0,CLEAN
CA-000617,2025-06-18,VH-10340,CLY0078,42136,58152,2024-05-27,raw.fleet_condition_assessment_raw,CA-000617,CA-000617,42136,58152,2026-05-29 14:00:10,58K4YG1GG7ESPALAS,VH-10340,0,CLEAN
CA-000331,2024-03-28,VH-10340,CLY0078,40343,51583,2023-07-30,raw.fleet_condition_assessment_raw,CA-000331,CA-000331,40343,51583,2026-05-29 14:00:10,58K4YG1GG7ESPALAS,VH-10340,0,CLEAN
CA-001297,2024-09-12,VH-10340,CLY0078,43546,49203,2024-04-06,raw.fleet_condition_assessment_raw,CA-001297,CA-001297,43546,49203,2026-05-29 14:00:10,58K4YG1GG7ESPALAS,VH-10340,0,CLEAN
CA-000630,2026-03-02,VH-10340,CLY0078,45092,51062,2025-09-19,raw.fleet_condition_assessment_raw,CA-000630,CA-000630,45092,51062,2026-05-29 14:00:10,58K4YG1GG7ESPALAS,VH-10340,0,CLEAN
CA-001220,01/23/2024,VH-10064,QEQ7111,9570,28079,2023-09-21,raw.fleet_condition_assessment_raw,CA-001220,CA-001220,9570,28079,2026-05-29 14:00:10,HJ2SLX69AV31TJ2A6,VH-10064,0,CLEAN
CA-000832,2025-07-08,VH-10064,QEQ7111,7836,20518,2024-07-18,raw.fleet_condition_assessment_raw,CA-000832,CA-000832,7836,20518,2026-05-29 14:00:10,HJ2SLX69AV31TJ2A6,VH-10064,0,CLEAN
CA-001107,2025-05-01,VH-10064,QEQ7111,10679,34822,2024-04-15,raw.fleet_condition_assessment_raw,CA-001107,CA-001107,10679,34822,2026-05-29 14:00:10,HJ2SLX69AV31TJ2A6,VH-10064,0,CLEAN
CA-000357,2024-06-24,VH-10064,QEQ7111,13445,13530,2023-08-16,raw.fleet_condition_assessment_raw,CA-000357,CA-000357,13445,13530,2026-05-29 14:00:10,HJ2SLX69AV31TJ2A6,VH-10064,0,CLEAN
CA-001414,2024-11-10,VH-10064,QEQ7111,11208,11080,2024-10-15,raw.fleet_condition_assessment_raw,CA-001414,CA-001414,11208,11080,2026-05-29 14:00:10,HJ2SLX69AV31TJ2A6,VH-10064,0,CLEAN
CA-000558,2024-03-30,VH-10380,ZIK8530,195625,195854,03/19/2023,raw.fleet_condition_assessment_raw,CA-000558,CA-000558,195625,195854,2026-05-29 14:00:10,H475ZGS4S78V6Z8FY,VH-10380,0,CLEAN
CA-001138,2024-11-01,VH-10380,ZIK8530,189722,189838,2024-01-09,raw.fleet_condition_assessment_raw,CA-001138,CA-001138,189722,189838,2026-05-29 14:00:10,H475ZGS4S78V6Z8FY,VH-10380,0,CLEAN
CA-001113,2026-01-29,VH-10380,ZIK8530,190463,214548,2025-06-16,raw.fleet_condition_assessment_raw,CA-001113,CA-001113,190463,214548,2026-05-29 14:00:10,H475ZGS4S78V6Z8FY,VH-10380,0,CLEAN
CA-001293,2025-02-01,VH-10380,ZIK8530,196577,196656,2025-01-08,raw.fleet_condition_assessment_raw,CA-001293,CA-001293,196577,196656,2026-05-29 14:00:10,H475ZGS4S78V6Z8FY,VH-10380,0,CLEAN
CA-000381,2024-06-03,VH-10380,ZIK8530,194137,194341,2024-04-23,raw.fleet_condition_assessment_raw,CA-000381,CA-000381,194137,194341,2026-05-29 14:00:10,H475ZGS4S78V6Z8FY,VH-10380,0,CLEAN
CA-000725,2024-07-19,VH-10082,ZKN3623,63065,63051,2024-06-05,raw.fleet_condition_assessment_raw,CA-000725,CA-000725,63065,63051,2026-05-29 14:00:10,RR9XLW9KN1NMDSXL9,VH-10082,0,CLEAN
CA-000201,2024-08-13,VH-10082,ZKN3623,70856,94357,2023-09-29,raw.fleet_condition_assessment_raw,CA-000201,CA-000201,70856,94357,2026-05-29 14:00:10,RR9XLW9KN1NMDSXL9,VH-10082,0,CLEAN
CA-000180,2025-09-03,VH-10082,ZKN3623,64548,71830,2025-01-07,raw.fleet_condition_assessment_raw,CA-000180,CA-000180,64548,71830,2026-05-29 14:00:10,RR9XLW9KN1NMDSXL9,VH-10082,0,CLEAN
CA-000875,05/18/2025,VH-10082,ZKN3623,70510,70551,2025-04-27,raw.fleet_condition_assessment_raw,CA-000875,CA-000875,70510,70551,2026-05-29 14:00:10,RR9XLW9KN1NMDSXL9,VH-10082,0,CLEAN
CA-000610,2024-09-16,VH-10099,UNF9112,264946,283902,2024-07-28,raw.fleet_condition_assessment_raw,CA-000610,CA-000610,264946,283902,2026-05-29 14:00:10,27PKE5U3UR3Z2NF0N,VH-10099,0,CLEAN
CA-000395,2025-05-08,VH-10099,UNF9112,268819,268688,2025-04-24,raw.fleet_condition_assessment_raw,CA-000395,CA-000395,268819,268688,2026-05-29 14:00:10,27PKE5U3UR3Z2NF0N,VH-10099,0,CLEAN
CA-000278,2024-08-08,VH-10099,UNF9112,260205,260114,2024-02-12,raw.fleet_condition_assessment_raw,CA-000278,CA-000278,260205,260114,2026-05-29 14:00:10,27PKE5U3UR3Z2NF0N,VH-10099,0,CLEAN
CA-000810,2026-03-04,VH-10274,SAJ9829,205836,205695,12/09/2025,raw.fleet_condition_assessment_raw,CA-000810,CA-000810,205836,205695,2026-05-29 14:00:10,10C0A4NZF8F3EV8G8,VH-10274,0,CLEAN
CA-000534,2024-05-01,VH-10274,SAJ9829,215178,215236,2024-04-22,raw.fleet_condition_assessment_raw,CA-000534,CA-000534,215178,215236,2026-05-29 14:00:10,10C0A4NZF8F3EV8G8,VH-10274,0,CLEAN
CA-000438,2025-09-11,VH-10274,SAJ9829,213361,219493,06/18/2025,raw.fleet_condition_assessment_raw,CA-000438,CA-000438,213361,219493,2026-05-29 14:00:10,10C0A4NZF8F3EV8G8,VH-10274,0,CLEAN
CA-001118,2024-06-24,VH-10274,SAJ9829,215175,215326,2023-11-17,raw.fleet_condition_assessment_raw,CA-001118,CA-001118,215175,215326,2026-05-29 14:00:10,10C0A4NZF8F3EV8G8,VH-10274,0,CLEAN
CA-000799,2024-04-18,VH-10274,SAJ9829,207059,222548,2024-02-03,raw.fleet_condition_assessment_raw,CA-000799,CA-000799,207059,222548,2026-05-29 14:00:10,10C0A4NZF8F3EV8G8,VH-10274,0,CLEAN
CA-001431,01/15/2025,VH-10166,GBU2244,121259,120962,2024-05-13,raw.fleet_condition_assessment_raw,CA-001431,CA-001431,121259,120962,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
CA-000399,2026-03-29,VH-10166,GBU2244,118514,126177,2025-07-27,raw.fleet_condition_assessment_raw,CA-000399,CA-000399,118514,126177,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
CA-001268,2024-01-25,VH-10166,HTK3543,117095,116923,2023-03-14,raw.fleet_condition_assessment_raw,CA-001268,CA-001268,117095,116923,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
CA-000108,2025-04-30,VH-10166,GBU2244,118526,118801,2024-09-18,raw.fleet_condition_assessment_raw,CA-000108,CA-000108,118526,118801,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
CA-000116,2024-09-30,VH-10166,GBU2244,121751,134505,2024-05-03,raw.fleet_condition_assessment_raw,CA-000116,CA-000116,121751,134505,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
CA-000759,2024-09-27,VH-10166,GBU2244,116822,141566,2023-10-14,raw.fleet_condition_assessment_raw,CA-000759,CA-000759,116822,141566,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
CA-001465,2024-09-02,VH-10166,GBU2244,118876,118773,2023-10-09,raw.fleet_condition_assessment_raw,CA-001465,CA-001465,118876,118773,2026-05-29 14:00:10,KY161K1WUEELCNF3B,VH-10166,0,CLEAN
