assessment_id,assessment_date,vehicle_id,registration_no,Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,source_system
CA-000810,2026-03-04,VH-10274,SAJ9829,Sedan,205836,GOOD,0,13,Hybrid,,3.5L,205695,12/09/2025,2019-02-17,Leased,1747,15,0,44.2,Good,Needs Service,Weak,0,InspectionApp
CA-000811,2024-11-23,VH-10334,XDO8938,Tacoma,29531,Good,2,2,Diesel,AUTO,3.5L,29415,2023-11-06,04/18/2028,Second,2747,12,2,46.98,Poor,Worn,WEAK,1,MaintenanceRiskModel
CA-000812,2025-02-07,VH-10219,XJC4753,Silverado,160131,GOOD,1,8,DIESEL,,,180949,2024-11-01,2024-03-24,Pool,3319,11,0,24.78,Good,Needs Service,Good,0,InspectionApp
CA-000813,2026-02-11,VH-10187,FRA6247,Chevrolet Silverado,160257,GOOD,1,13,Electric,Automatic,2500,159970,2025-11-22,2026-03-04,Pool,3708,4,0,13.71,Worn,New,WEAK,0,ConditionPortal
CA-000814,2024-01-09,VH-10161,DQI5787,M2,87869,Good,1,8,DIESEL,Automatic,2000,87862,2023-06-12,2021-04-05,Second,3283,11,0,29.07,Poor,Worn,Replace,0,MaintenanceRiskModel
CA-000815,02/06/2026,VH-10118,IZV7721,Sedan,38491,Poor,1,5,Diesel,Manual,3.5L,38617,2025-09-20,2027-09-08,Pool,2962,7,2,26.46,Good,Poor,WEAK,1,MaintenanceRiskModel
CA-000816,2026-03-14,,LGX2413,Van,123161,GOOD,,6,Electric,,5.3L,134498,2025-07-29,2025-01-29,Leased,4476,20,1,35.8,Worn Out,Poor,Replace,1,InspectionApp
CA-000817,2025-11-15,VH-10344,ESR8585,Dodge Ram 1500,221640,Unknown,0,12,Hybrid,AUTO,2500,229781,03/23/2025,12/06/2019,Pool,1659,0,3,54.15,Good,New,WEAK,0,ConditionPortal
CA-000818,2025-03-09,VH-10280,TOP4232,Sedan,186540,GOOD,1,9,EV,AUTO,Electric,186685,2025-02-03,2023-03-07,,4213,19,0,45.35,New,Worn,Unknown,0,InspectionApp
CA-000819,2024-01-12,VH-10022,UCI7123,Express,119861,GOOD,1,11,Diesel,,,135086,2022-11-28,2021-06-09,Second,1839,9,1,20.65,Good,Poor,New,1,MaintenanceRiskModel
CA-000820,05/29/2024,VH-10201,FTK3244,Chevrolet Silverado,60002,Unknown,0,3,Hybrid,Automatic,Electric,70673,2024-01-24,2024-08-08,Leased,2705,16,2,20.13,Worn Out,Needs Service,WEAK,0,ConditionPortal
CA-000821,02/15/2024,VH-10054,JVC2190,Honda Civic,73196,Poor,0,5,EV,Automatic,Electric,84094,2023-10-30,2026-10-12,Second,1763,6,0,17.18,Worn Out,Good,Weak,1,InspectionApp
CA-000822,2024-12-29,VH-10317,XCW5305,Van,190318,Poor,1,9,EV,,2500,204454,2024-12-02,2021-04-17,Company,1301,17,0,54.42,Good,New,New,0,ConditionPortal
CA-000823,2025-10-29,VH-10162,BRE6768,Sedan,123293,GOOD,2,12,Electric,Manual,Electric,123302,2025-09-26,2027-04-18,,4302,6,3,19.12,Worn Out,GOOD,New,0,ConditionPortal
CA-000824,2026-01-06,VH-10373,FQT4863,Truck,17871,Unknown,0,1,Diesel,Manual,3.5L,17783,2025-02-18,2026-09-18,Leased,2616,6,2,28.13,GOOD,New,New,0,InspectionApp
CA-000825,2024-11-23,VH-10358,VZC8820,Toyota Camry,80546,Good,0,7,Hybrid,Manual,Electric,80528,2023-12-14,2023-04-15,,2013,12,3,40.85,Worn Out,New,Good,0,MaintenanceRiskModel
CA-000826,2024-10-07,VH-10031,ETP9210,Explorer,90635,GOOD,3,7,DIESEL,,2000,115377,2024-05-03,2022-05-09,Pool,4023,13,1,17.88,Worn Out,Good,Good,1,InspectionApp
CA-000827,2025-10-10,VH-10047,CGN2539,Truck,50830,Unknown,2,4,Electric,,3.5L,66303,2025-03-14,2026-11-18,Company,2394,1,0,22.76,Good,Worn,WEAK,1,InspectionApp
CA-000828,2024-01-16,,WBR0650,Heavy Truck,253355,Good,2,12,DIESEL,AUTO,,264301,2022-11-27,2019-04-12,,2000,4,3,33.48,GOOD,Good,Good,0,ConditionPortal
CA-000829,2025-10-31,VH-10162,BRE6768,Sedan,118524,Average,0,12,Diesel,Automatic,Electric,118641,2024-12-06,2026-08-09,,1780,4,2,43.82,GOOD,Good,New,0,MaintenanceRiskModel
CA-000830,2024-03-02,VH-10387,RYH9066,SUV,112969,GOOD,2,9,DIESEL,AUTO,,126680,2023-12-08,2021-02-12,,4013,1,0,37.99,New,GOOD,Good,0,InspectionApp
CA-000831,2024-01-01,VH-10294,CFW1370,Truck,65616,GOOD,1,6,Diesel,,2.0L,65735,2023-09-29,2026-11-01,Pool,3466,0,0,20.81,New,Poor,Unknown,1,ConditionPortal
CA-000832,2025-07-08,VH-10064,QEQ7111,Heavy Truck,7836,Poor,0,1,Gas,Automatic,,20518,2024-07-18,2028-08-24,Company,1676,19,0,49.03,GOOD,New,Weak,1,InspectionApp
CA-000833,2025-11-11,VH-X3098,RPT7293,Van,11926,Good,0,1,Electric,,Electric,11890,2025-06-01,01/24/2028,Second,3773,10,0,42.42,Poor,Poor,Weak,1,MaintenanceRiskModel
CA-000834,2025-04-24,VH-10419,DTO9883,Ram 1500,18927,Unknown,3,1,Hybrid,AUTO,2500,18670,2025-01-20,2030-03-09,Pool,2149,11,1,27.45,Poor,Poor,Replace,0,MaintenanceRiskModel
CA-000835,2024-07-18,VH-10024,EVB7698,Ram 1500,69596,Good,1,7,DIESEL,Manual,6.7L,69469,2024-05-24,2024-05-23,Second,1505,14,2,33.86,New,GOOD,New,1,ConditionPortal
CA-000836,2025-12-04,,TSD2513,International MV607,303107,Unknown,3,14,Hybrid,,3.5L,310666,2025-10-11,2015-06-26,Leased,3502,11,0,34.81,Good,Poor,Good,0,ConditionPortal
CA-000837,2025-11-18,VH-10402,OSE9678,Sedan,25140,Poor,1,1,Diesel,,3.5L,43821,2025-06-28,2027-12-17,Company,1430,15,0,26.44,GOOD,Poor,WEAK,1,MaintenanceRiskModel
CA-000838,2024-07-20,VH-X1212,MBR9431,Express,190736,GOOD,2,9,Hybrid,,,190952,2023-12-13,2024-08-22,Second,2779,0,2,37.14,Worn,GOOD,Replace,1,InspectionApp
CA-000839,2025-05-11,VH-10283,AAR2793,Truck,226489,GOOD,3,11,Diesel,,Electric,244161,2025-01-13,2017-09-18,Second,3320,5,3,27.92,Good,Poor,New,1,ConditionPortal
CA-000840,2025-08-30,VH-10093,ZAL5824,Express,243696,Average,1,14,Electric,Manual,2500,255851,2024-09-24,2015-11-15,Pool,1688,7,0,50.75,New,New,Good,1,MaintenanceRiskModel
CA-000841,2024-10-15,VH-10165,TLJ3701,Chevrolet Silverado,157960,Unknown,1,10,EV,Manual,,180393,2023-11-02,2021-12-01,Company,2938,1,2,52.22,New,Needs Service,Good,0,InspectionApp
CA-000842,2025-07-15,,QNL7195,Camry,138278,Average,0,7,EV,,2.5L,160395,2025-07-12,2024-10-16,Second,2568,3,0,38.14,Good,Poor,New,1,InspectionApp
CA-000843,2025-08-02,VH-10163,CTY9879,Civic,133717,Good,1,6,Hybrid,Automatic,,156711,2025-06-15,2023-05-18,Company,3005,17,2,44.08,Good,Good,New,0,InspectionApp
CA-000844,2024-03-16,VH-10335,ESS4989,M2,217793,Average,,13,ELECTRIC,Automatic,2500,218026,2024-03-01,2019-09-15,Leased,963,4,0,52.47,Poor,New,Replace,0,MaintenanceRiskModel
CA-000845,2025-10-18,VH-10042,AMN9740,Express,135928,Good,0,8,Electric,AUTO,6.7L,154968,2025-10-06,2021-12-30,,1988,4,2,41.18,GOOD,Worn,Good,0,ConditionPortal
CA-000846,2025-08-07,VH-10375,VPX3879,Toyota Camry,180417,Unknown,3,14,GAS,AUTO,3.5L,201849,2024-07-31,2016-12-30,,4236,18,3,40.74,Poor,GOOD,WEAK,0,ConditionPortal
CA-000847,2025-06-15,VH-10314,DPI9068,MV607,123427,GOOD,0,10,Hybrid,Manual,Electric,135372,2025-06-27,2026-12-23,,2010,5,0,50.26,Worn Out,Poor,Good,0,ConditionPortal
CA-000848,2025-05-17,VH-10196,WDM5374,Sierra,98961,Average,2,7,Gas,,2000,98951,2024-04-26,2021-09-12,,2240,10,0,17.07,New,New,Unknown,1,MaintenanceRiskModel
CA-000849,2024-03-13,VH-10138,NKO7117,Toyota Tacoma,86262,Poor,1,9,Gas,,3.5L,99970,2023-03-19,2020-10-19,Second,2307,10,1,9.57,Worn,Needs Service,Unknown,0,ConditionPortal
CA-000850,2024-10-14,VH-10206,AQZ8918,Sedan,98696,GOOD,0,11,Diesel,Manual,2000,105094,2024-05-03,2018-11-17,Leased,1769,7,0,11.83,Worn Out,GOOD,New,0,InspectionApp
CA-000851,2025-10-21,VH-10217,NKD5416,Truck,57905,Average,1,3,EV,,3.5L,67322,2024-12-23,2028-02-03,Pool,1969,11,0,19.69,Worn Out,Needs Service,Weak,0,MaintenanceRiskModel
CA-000852,2025-10-15,VH-10112,IOV3699,F-150,237655,GOOD,1,13,EV,AUTO,2500,257576,2025-10-26,2017-06-22,Pool,2272,20,1,41.21,New,New,Unknown,0,MaintenanceRiskModel
CA-000853,2025-11-14,VH-10087,BSJ3728,Van,121056,Average,2,7,EV,Automatic,3.5L,121206,10/23/2024,2025-04-10,Leased,3994,1,0,34.14,New,Poor,Good,0,InspectionApp
CA-000854,2024-03-05,VH-10269,BLI2196,Freightliner M2,188093,GOOD,,9,Electric,Manual,Electric,205363,2023-11-03,2021-03-04,Leased,3354,1,0,54.51,Worn,New,Replace,1,ConditionPortal
CA-000855,2025-04-27,VH-10019,BAZ3691,Heavy Truck,87343,Unknown,0,9,Hybrid,Automatic,Electric,103063,2024-10-10,2020-03-09,Company,1446,16,2,39.06,Poor,GOOD,Unknown,0,MaintenanceRiskModel
CA-000856,2025-11-27,VH-10284,ETO1500,Transit,128895,Good,2,12,DIESEL,CVT,Electric,129065,2024-11-05,2019-06-24,Company,1348,14,3,43.55,GOOD,Worn,Unknown,1,ConditionPortal
CA-000857,2024-03-12,VH-10124,UGT6120,Van,98129,Poor,1,12,ELECTRIC,,,97890,2023-12-14,2020-04-26,,1232,3,1,13.85,New,Needs Service,Unknown,0,MaintenanceRiskModel
CA-000858,2026-04-08,VH-10124,UGT6120,Nissan NV200,92491,Poor,3,12,Hybrid,Manual,2000,92489,2025-07-28,04/26/2020,Leased,3689,3,1,18.09,GOOD,GOOD,WEAK,1,MaintenanceRiskModel
CA-000859,2025-03-12,VH-10402,OSE9678,Sedan,17641,Poor,3,1,EV,,,17805,2024-05-03,2027-12-17,Pool,2276,13,2,36.31,Poor,New,Weak,0,MaintenanceRiskModel
CA-000860,2024-01-03,VH-10311,JLB8055,Camry,63450,GOOD,2,3,Hybrid,Manual,2000,63650,2022-11-22,2029-02-15,Second,1808,5,3,17.27,GOOD,Needs Service,Unknown,0,InspectionApp
CA-000861,2025-08-06,VH-10368,ECP4241,GMC Sierra,12610,Average,2,1,EV,AUTO,2000,21658,2025-04-06,2028-12-02,Company,2953,11,1,41.51,Worn Out,Poor,WEAK,0,InspectionApp
CA-000862,2025-02-15,,IJK4151,Civic,126061,Unknown,,6,Diesel,Manual,2500,140410,2024-06-15,2024-01-07,Second,2050,12,2,34.02,Worn,Good,WEAK,0,MaintenanceRiskModel
CA-000863,2025-05-20,VH-10123,TQF0063,Truck,22861,Average,,2,Gasoline,AUTO,,44640,2025-05-04,2027-07-18,,3404,0,0,37.7,Good,New,Weak,0,ConditionPortal
CA-000864,2025-05-25,VH-10146,SXJ2374,Sierra,38079,Poor,1,2,Gas,,2.5L,38264,2024-07-14,2029-05-15,Pool,3921,10,3,36.32,New,GOOD,New,1,ConditionPortal
CA-000865,2024-11-09,VH-10052,GZZ2116,Truck,65017,Unknown,1,4,DIESEL,,Electric,64786,2024-06-21,2027-09-30,Pool,2104,8,3,49.68,GOOD,Poor,Weak,0,ConditionPortal
CA-000866,2024-03-24,VH-10095,GXW9771,Silverado,188701,Unknown,,9,Diesel,Manual,2000,188438,2023-10-18,09/25/2022,Company,3625,10,1,8.04,New,Worn,Good,0,MaintenanceRiskModel
CA-000867,2026-01-02,VH-10291,IGG3248,Toyota Tacoma,93838,Average,2,5,Hybrid,AUTO,2000,105820,2026-01-05,2026-04-09,Leased,3396,18,0,43.09,New,GOOD,Unknown,0,InspectionApp
CA-000868,2025-06-05,VH-10328,CXF5413,Tacoma,13762,Unknown,1,1,HYBRID,,2500,38246,2024-11-13,2028-07-05,Second,3972,9,0,19.74,Poor,Poor,Weak,0,InspectionApp
CA-000869,2025-03-23,VH-10171,BDL9893,Toyota Camry,87447,Average,1,6,Electric,AUTO,3.5L,87388,2025-03-23,2025-04-05,Pool,3133,0,0,33.39,Worn,Good,WEAK,1,MaintenanceRiskModel
CA-000870,2025-09-10,VH-10324,VPP3552,Silverado,190742,GOOD,1,12,Electric,AUTO,3.5L,190924,2024-11-05,2020-03-16,Leased,3783,4,0,14.19,New,Good,WEAK,0,InspectionApp
CA-000871,2025-07-11,VH-X4329,SGK9378,Sedan,80962,GOOD,0,5,Diesel,Automatic,,91002,2024-09-16,2025-08-31,Leased,3370,15,0,23.37,Good,Worn,Good,0,MaintenanceRiskModel
CA-000872,2026-02-27,VH-10020,TQW4184,Heavy Truck,20916,Good,,1,Diesel,Manual,1.8L,31880,2025-12-13,2030-08-03,,1683,9,0,9.79,GOOD,Needs Service,WEAK,1,MaintenanceRiskModel
CA-000873,2025-05-20,VH-10033,JIX1955,NV200,99899,Average,2,7,Electric,AUTO,2000,99728,2024-06-15,2026-05-15,Leased,4222,20,2,37.17,Poor,Good,Replace,1,InspectionApp
CA-000874,2024-09-16,VH-10271,XHH0395,Van,171754,GOOD,0,12,EV,AUTO,2000,171733,2024-07-03,2024-11-11,Pool,2338,7,3,43.3,Good,Poor,Replace,0,ConditionPortal
CA-000875,05/18/2025,VH-10082,ZKN3623,Explorer,70510,Average,,4,EV,,3.5L,70551,2025-04-27,2027-06-22,Leased,3062,2,2,51.67,Worn Out,Worn,Replace,1,ConditionPortal
CA-000876,2024-01-14,VH-10320,VLJ8987,Toyota Tacoma,287001,Average,,14,Hybrid,Manual,,292161,2023-08-05,2014-11-09,Pool,1423,11,2,24.99,Good,Poor,New,1,MaintenanceRiskModel
CA-000877,2025-12-03,VH-10290,JPA5858,Express,43945,Unknown,1,3,Gas,Manual,,43836,2025-06-07,2027-03-31,Pool,2817,17,2,18.13,Worn Out,Worn,Weak,1,MaintenanceRiskModel
CA-000878,2025-12-15,VH-10193,QBX5406,Chevrolet Silverado,145260,Average,3,7,DIESEL,AUTO,,145260,2025-06-16,2022-06-03,Company,3863,4,0,47.88,Poor,New,WEAK,0,ConditionPortal
CA-000879,2024-01-04,VH-10187,FRA6247,Silverado,168374,Good,1,13,Diesel,Manual,3.5L,168662,2023-06-05,2025-08-08,,3926,7,2,46.79,GOOD,GOOD,Weak,1,MaintenanceRiskModel
CA-000880,2024-10-26,VH-10030,UXH0319,Freightliner M2,41742,Poor,1,2,Gas,AUTO,2000,41783,2024-10-03,2028-02-18,,4267,13,0,13.25,Good,Needs Service,Good,1,ConditionPortal
CA-000881,2025-02-14,VH-10379,OOI3784,Sierra,56438,GOOD,3,3,EV,AUTO,3.5L,73977,2024-06-30,2028-08-16,Company,3272,14,0,42.96,GOOD,Good,Good,0,InspectionApp
CA-000882,2024-02-04,VH-10068,UTA7857,Toyota Camry,44267,GOOD,2,3,Hybrid,CVT,3.5L,44085,02/17/2023,2028-04-18,Company,2192,4,2,19.48,GOOD,Poor,WEAK,1,MaintenanceRiskModel
CA-000883,2024-04-09,,JIX1955,Prius,231254,Poor,1,11,DIESEL,Automatic,2500,243528,2023-12-10,2019-07-06,Second,1445,0,3,43.09,New,Worn,New,1,InspectionApp
CA-000884,2025-07-25,VH-10155,UHO1449,Camry,99933,GOOD,0,8,Hybrid,Automatic,2500,100199,2025-02-14,2026-08-15,Second,2714,0,1,41.94,Worn Out,Poor,WEAK,0,ConditionPortal
CA-000885,2024-08-09,VH-10096,STH0365,International MV607,103065,Average,3,5,EV,AUTO,3.5L,120342,2024-04-20,2025-12-31,Second,4230,19,3,43.98,Worn Out,GOOD,Unknown,1,ConditionPortal
CA-000886,2024-05-26,VH-10268,GMT9687,Nissan NV200,49871,Unknown,3,3,DIESEL,,2.0L,49928,12/09/2023,2028-03-05,Second,4301,3,2,27.82,Worn Out,Good,New,0,ConditionPortal
CA-000887,2024-12-26,VH-10142,QLD6274,Tacoma,91471,Unknown,3,7,Gas,AUTO,,91199,2024-06-05,2024-10-28,Pool,4014,8,1,39.59,Worn,Worn,WEAK,1,ConditionPortal
CA-000888,2024-10-16,VH-10347,NKC2142,Truck,85241,GOOD,0,7,EV,Automatic,2500,94451,2024-04-02,09/18/2022,Leased,2851,9,2,46.25,Worn Out,GOOD,Weak,0,MaintenanceRiskModel
CA-000889,2024-01-06,VH-10264,IUB5476,Sierra,70630,Good,0,6,Diesel,Automatic,3.5L,85852,2023-12-30,2022-12-11,Second,3270,2,2,19.7,GOOD,Good,Unknown,1,ConditionPortal
CA-000890,2025-08-07,VH-10030,UXH0319,Freightliner M2,39650,Average,,2,Hybrid,Automatic,,52352,2024-08-08,2028-02-18,Pool,2434,9,1,50.27,Good,Good,Good,1,InspectionApp
CA-000891,03/03/2026,VH-10137,HWJ5097,Chevrolet Express,211197,Poor,2,14,DIESEL,Manual,Electric,234040,2025-06-30,2017-07-09,,4029,20,0,37.02,Worn,GOOD,Good,0,MaintenanceRiskModel
CA-000892,06/25/2025,VH-10379,OOI3784,Sierra,56526,Unknown,1,3,EV,AUTO,Electric,79343,2025-05-01,2028-08-16,Second,1990,9,3,48.91,New,Worn,Good,1,InspectionApp
CA-000893,2024-11-28,VH-10161,DQI5787,M2,83927,Good,1,8,DIESEL,,3.5L,83961,2024-07-08,2021-04-05,Company,2418,5,0,48.87,Worn,Worn,Weak,0,ConditionPortal
CA-000894,2025-05-06,VH-10015,SUD3294,MV607,104165,Average,,8,Electric,AUTO,Electric,104085,2024-10-08,2022-12-15,Second,1966,20,0,19.37,Poor,GOOD,Unknown,0,MaintenanceRiskModel
CA-000895,2026-01-20,VH-10382,LBQ5945,F-150,84785,Poor,,7,EV,Manual,2000,101584,2025-03-11,2027-08-14,Second,3934,18,2,50.57,Good,Good,Weak,0,InspectionApp
CA-000896,2025-03-10,VH-10359,QRK4441,Ford Explorer,93316,Unknown,2,7,DIESEL,,3.5L,112140,2024-10-15,2022-12-08,,3678,8,0,27.79,Good,New,Unknown,0,InspectionApp
CA-000897,2024-11-24,VH-10021,QJD5094,Ram 1500,12681,Good,2,1,EV,,Electric,18538,2024-02-03,2030-07-06,Company,1700,19,0,38.85,Worn,Needs Service,Good,0,InspectionApp
CA-000898,2025-10-05,VH-10264,IUB5476,Truck,69007,GOOD,1,6,EV,AUTO,2500,86368,09/16/2025,12/11/2022,,1728,11,0,22.97,Poor,Good,Unknown,1,ConditionPortal
CA-000899,2026-03-01,VH-10388,VEE2634,GMC Sierra,16582,Unknown,1,1,EV,,3.5L,24119,2025-05-30,2028-02-08,,3204,3,0,8.7,Worn Out,New,Unknown,1,InspectionApp
CA-000900,2025-10-28,VH-10366,EFI6964,SUV,21075,Average,0,1,Hybrid,Manual,2500,20917,2025-06-15,2031-06-05,Pool,3311,0,1,31.79,Worn Out,GOOD,WEAK,0,InspectionApp
CA-000901,2025-02-09,VH-10370,BGN1223,Toyota Camry,267549,Average,0,14,DIESEL,Manual,2000,275076,12/27/2024,2015-12-10,,2231,7,1,15.25,Worn,Needs Service,Weak,1,MaintenanceRiskModel
CA-000902,2025-12-21,VH-10151,SSC6539,Sierra,209249,Unknown,3,11,Dsl,AUTO,6.7L,231524,2025-04-08,2021-06-16,Company,3898,5,0,39.8,GOOD,Good,Good,1,ConditionPortal
CA-000903,2026-04-17,VH-10325,XAX7382,Honda Civic,239272,Unknown,1,13,Electric,,Electric,239389,2025-05-11,2018-10-07,Company,1504,15,1,8.87,Good,Good,WEAK,0,InspectionApp
CA-000904,2025-12-18,VH-10332,WSP6312,Sedan,34370,GOOD,1,3,Hybrid,Manual,3.5L,43654,2025-02-22,2026-11-24,Second,3815,6,1,10.98,GOOD,Good,Replace,1,MaintenanceRiskModel
CA-000905,2026-03-28,VH-10248,BOH4672,Toyota Tacoma,66880,Average,3,8,Diesel,Manual,,66926,2025-05-14,2024-06-30,Company,3697,17,0,45.09,Poor,Worn,Weak,0,InspectionApp
CA-000906,2025-01-23,VH-10251,ZZG6544,Transit,11708,Poor,1,14,Electric,AUTO,2000,11906,2024-11-18,2014-09-01,Leased,1006,14,0,52.84,New,New,Weak,1,InspectionApp
CA-000907,2026-01-10,VH-10032,VQY6548,Van,8848,Average,1,1,DIESEL,Automatic,2000,31240,2025-05-31,2030-03-05,Leased,3623,10,3,21.06,GOOD,Poor,Weak,1,MaintenanceRiskModel
CA-000908,03/01/2025,VH-10174,VWH0540,International MV607,101828,Good,1,9,Diesel,Automatic,2000,101805,2024-12-31,2023-05-14,,2901,0,0,15.1,Good,GOOD,WEAK,0,MaintenanceRiskModel
CA-000909,2026-02-01,VH-10158,GYE9555,Honda Civic,71466,Poor,2,4,Hybrid,AUTO,Electric,84474,2025-11-14,2027-03-25,Leased,1622,11,2,47.2,Worn Out,GOOD,Replace,0,ConditionPortal
CA-000910,2025-10-15,VH-10117,JAN4263,Ram 1500,218455,Unknown,1,12,EV,AUTO,3.5L,218366,12/07/2024,2020-03-16,Second,4109,9,0,20.99,New,Worn,Weak,0,ConditionPortal
CA-000911,2024-10-16,VH-10229,ITD8549,SUV,10601,Good,0,1,Electric,AUTO,2500,10502,2024-02-29,2029-12-25,Second,3445,6,0,48.17,Worn Out,New,WEAK,1,MaintenanceRiskModel
CA-000912,2024-07-04,VH-X2129,DTO9883,Ram 1500,20997,Poor,0,1,Diesel,Automatic,,21221,2024-04-15,2030-03-09,Pool,2611,11,0,12.73,Poor,GOOD,New,0,ConditionPortal
CA-000913,2024-01-25,VH-X7923,MHT0800,Van,183926,Average,1,12,Electric,AUTO,2000,183907,2022-12-20,2018-05-08,Pool,4488,12,2,15.67,Worn,Good,WEAK,0,ConditionPortal
CA-000914,2024-10-02,VH-10391,SFP3482,Van,184222,GOOD,0,11,Diesel,AUTO,2500,183935,2024-09-16,07/25/2018,,1441,18,1,43.3,GOOD,Needs Service,Weak,0,ConditionPortal
CA-000915,2025-11-18,VH-10224,AVX9507,Chevrolet Express,81723,Unknown,3,6,DIESEL,AUTO,Electric,81553,2024-11-15,2024-07-16,,990,18,0,22.7,Good,New,Good,1,ConditionPortal
CA-000916,2026-02-19,VH-10162,BRE6768,Toyota Prius,120941,GOOD,1,12,EV,Automatic,2000,137546,2025-04-20,2027-07-02,Second,3171,14,0,31.85,Good,GOOD,Weak,0,InspectionApp
CA-000917,2025-11-12,VH-10003,VOK7370,Heavy Truck,202321,Average,0,12,EV,Manual,5.3L,219894,2025-07-31,2019-04-05,Second,3726,15,2,24.65,Worn Out,New,WEAK,0,ConditionPortal
CA-000918,2025-04-13,VH-10068,UTA7857,Camry,40868,Poor,1,3,Electric,,2500,40903,2025-01-17,2028-04-18,,3477,19,0,37.92,Poor,GOOD,New,1,InspectionApp
CA-000919,2026-04-11,,AMN9740,Van,138793,Average,3,8,Hybrid,,2000,139058,2025-04-05,2021-12-30,Pool,2725,12,2,8.26,GOOD,Good,Good,0,ConditionPortal
CA-000920,02/14/2025,VH-10351,TZA9401,MV607,172390,Good,1,14,HYBRID,Automatic,Electric,193394,2024-10-27,2016-06-30,Leased,2292,17,2,51.12,Good,New,Replace,1,MaintenanceRiskModel
CA-000921,2025-11-15,VH-10286,SEC6328,International MV607,15100,Poor,1,2,Gas,AUTO,6.7L,15260,2025-10-01,10/15/2029,Leased,946,19,0,11.94,Poor,Worn,Unknown,0,MaintenanceRiskModel
CA-000922,2025-12-17,VH-10320,VLJ8987,Truck,285315,GOOD,1,14,EV,AUTO,3.5L,285425,2025-07-01,2014-11-09,Second,2711,9,1,21.75,Poor,Poor,Good,0,InspectionApp
CA-000923,2024-01-12,VH-10007,IGU3639,GMC Sierra,34443,Poor,0,4,Diesel,AUTO,2000,56235,2023-02-26,2025-11-05,Leased,3833,4,0,51.63,Poor,New,WEAK,1,MaintenanceRiskModel
CA-000924,2024-07-22,VH-10121,TMC0788,Heavy Truck,47197,Unknown,0,4,EV,Automatic,,65733,2024-06-29,2025-06-28,Leased,2816,7,2,50.59,Worn Out,GOOD,Unknown,0,ConditionPortal
CA-000925,2024-12-23,,MJY3388,Prius,208778,GOOD,0,14,Electric,Automatic,5.3L,208503,2024-08-15,2015-11-26,Company,2944,8,0,15.47,Worn,New,New,0,MaintenanceRiskModel
CA-000926,2024-02-10,VH-10211,YOS1930,Heavy Truck,104959,Average,,11,DIESEL,,,112183,2024-02-06,2018-02-28,,3549,7,0,10.18,Good,Needs Service,Weak,0,MaintenanceRiskModel
CA-000927,2025-02-12,VH-10093,ZAL5824,Express,237839,GOOD,3,14,EV,Automatic,2000,261385,2024-01-13,2015-11-15,Second,1980,15,2,29.37,GOOD,New,Replace,0,MaintenanceRiskModel
CA-000928,2025-07-05,VH-10291,IGG3248,Tacoma,92699,Good,0,5,Electric,,3.5L,107949,2024-08-17,2026-04-09,Second,3438,20,0,26.05,Poor,Good,Unknown,1,ConditionPortal
CA-000929,10/07/2024,VH-10323,VSV8621,Civic,234002,Unknown,3,11,Electric,Automatic,,246838,2024-02-28,03/05/2018,Company,2569,17,1,19.73,Good,New,Weak,0,MaintenanceRiskModel
CA-000930,2025-08-15,,FUG7006,Ram 1500,188190,Poor,3,10,Diesel,AUTO,2500,210133,2024-09-02,2019-08-21,Company,1493,6,2,32.5,GOOD,Good,Weak,0,MaintenanceRiskModel
CA-000931,2024-04-19,VH-10046,YZN9556,Sedan,81881,GOOD,1,9,EV,Manual,Electric,93869,2023-04-28,2020-03-11,Leased,1926,13,1,24.35,Poor,GOOD,New,0,ConditionPortal
CA-000932,2024-03-16,VH-10128,OBR9093,Ford Transit,93167,Poor,,6,Diesel,AUTO,Electric,111070,2023-09-07,2024-09-06,Second,1477,20,0,51.0,Poor,Worn,Replace,0,MaintenanceRiskModel
CA-000933,2024-11-03,VH-10158,GYE9555,Civic,67952,GOOD,1,4,EV,,1.8L,86352,2024-10-26,2025-05-14,Second,4267,20,0,11.8,Poor,Needs Service,Replace,1,MaintenanceRiskModel
CA-000934,2024-10-09,VH-10356,PWK9839,Ford F-150,162511,GOOD,2,8,Diesel,Automatic,Electric,171758,2023-11-27,2022-10-12,,1737,17,1,24.92,Worn Out,New,New,1,ConditionPortal
CA-000935,2025-12-14,VH-10116,EEN0173,Truck,22197,Good,2,2,Diesel,,2500,22337,2025-07-24,2030-07-17,Second,1111,14,1,30.91,New,Poor,Unknown,0,ConditionPortal
CA-000936,2024-07-25,VH-10129,ZJL7593,Toyota Camry,144154,GOOD,1,7,EV,,,159200,2023-10-09,2024-10-16,Company,2970,18,2,34.15,Good,Worn,Replace,0,ConditionPortal
CA-000937,2024-01-03,VH-10168,NFK9745,Freightliner M2,160328,Unknown,0,12,DIESEL,Automatic,Electric,160428,2022-12-11,2017-06-07,Leased,4024,1,0,22.51,Good,Worn,Unknown,0,MaintenanceRiskModel
